Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,
UV 1_280,,Cond,,Conc B,,Injection,,Run Log,,"UV 1_280_CUT_TEMP@100,BASEM",
ml,mAU,ml,mS/cm,ml,%,ml,Injection,ml,Logbook,ml,mAU
1.866051,-0.030409,4.757823,9.37473,,,,,,,2.891951,-0.095214
1.866805,-0.030274,4.75933,9.374713,,,,,,,2.892704,-0.095214
1.867558,-0.029299,4.760837,9.374675,,,,,,,2.893457,-0.095214
1.868312,-0.029194,4.762344,9.374688,,,,,,,2.894211,-0.095214
1.869065,-0.02882,4.763851,9.374728,,,,,,,2.894965,-0.095214
1.869819,-0.02878,4.765358,9.374674,,,,,,,2.895718,-0.095214
1.870572,-0.028685,4.766865,9.374749,,,,,,,2.896472,-0.095214
1.871326,-0.029,4.768372,9.374763,,,,,,,2.897225,-0.095214
1.872079,-0.028635,4.769879,9.374807,,,,,,,2.897979,-0.095214
1.872833,-0.028597,4.771386,9.374913,,,,,,,2.898732,-0.095214
1.873586,-0.0286,4.772892,9.374956,,,,,,,2.899486,-0.095214
1.87434,-0.028739,4.7744,9.374969,,,,,,,2.900239,-0.095214
1.875093,-0.028872,4.775907,9.375015,,,,,,,2.900992,-0.095214
1.875847,-0.028976,4.777413,9.374989,,,,,,,2.901746,-0.095151
1.8766,-0.029463,4.778921,9.374923,,,,,,,2.9025,-0.095088
1.877354,-0.029637,4.780427,9.374974,,,,,,,2.903253,-0.095024
1.878107,-0.02913,4.781934,9.375086,,,,,,,2.904006,-0.094961
1.878861,-0.028917,4.783442,9.375191,,,,,,,2.90476,-0.094898
1.879614,-0.029451,4.784948,9.375198,,,,,,,2.905514,-0.094835
1.880368,-0.029034,4.786455,9.375287,,,,,,,2.906267,-0.094772
1.881121,-0.029226,4.787962,9.375299,,,,,,,2.907021,-0.094709
1.881875,-0.028705,4.789469,9.375311,,,,,,,2.907774,-0.094646
1.882628,-0.028056,4.790976,9.375424,,,,,,,2.908528,-0.094583
1.883382,-0.027737,4.792483,9.375469,,,,,,,2.909281,-0.094583
1.884135,-0.028273,4.79399,9.375509,,,,,,,2.910035,-0.094583
1.884889,-0.02905,4.795497,9.375545,,,,,,,2.910788,-0.094583
1.885642,-0.03022,4.797004,9.375561,,,,,,,2.911541,-0.094583
1.886396,-0.03025,4.798511,9.375521,,,,,,,2.912295,-0.094583
1.887149,-0.029787,4.800018,9.375555,,,,,,,2.913049,-0.094583
1.887903,-0.030523,4.801525,9.375587,,,,,,,2.913802,-0.094583
1.888656,-0.030991,4.803032,9.375634,,,,,,,2.914556,-0.094583
1.88941,-0.031283,4.804539,9.375727,,,,,,,2.915309,-0.094583
1.890163,-0.031406,4.806046,9.375753,,,,,,,2.916063,-0.094583
1.890917,-0.032109,4.807553,9.375755,,,,,,,2.916816,-0.094583
1.89167,-0.032591,4.80906,9.375765,,,,,,,2.91757,-0.094583
1.892424,-0.033333,4.810567,9.375843,,,,,,,2.918323,-0.094583
1.893177,-0.033062,4.812074,9.375878,,,,,,,2.919077,-0.094583
1.893931,-0.033569,4.813581,9.375916,,,,,,,2.91983,-0.094583
1.894684,-0.033794,4.815087,9.375993,,,,,,,2.920584,-0.094583
1.895438,-0.033942,4.816595,9.375986,,,,,,,2.921337,-0.094583
1.896191,-0.034557,4.818101,9.376012,,,,,,,2.922091,-0.094583
1.896945,-0.035809,4.819608,9.37604,,,,,,,2.922844,-0.094583
1.897699,-0.035377,4.821115,9.376035,,,,,,,2.923598,-0.094583
1.898452,-0.036155,4.822622,9.376018,,,,,,,2.924351,-0.094519
1.899206,-0.037663,4.824129,9.376065,,,,,,,2.925105,-0.094456
1.899959,-0.038,4.825636,9.376117,,,,,,,2.925858,-0.094392
1.900712,-0.038489,4.827143,9.376102,,,,,,,2.926612,-0.094329
1.901466,-0.038045,4.82865,9.376133,,,,,,,2.927365,-0.094265
1.902219,-0.038817,4.830157,9.376046,,,,,,,2.928119,-0.094201
1.902973,-0.039492,4.831664,9.376021,,,,,,,2.928872,-0.094138
1.903726,-0.040277,4.833171,9.375959,,,,,,,2.929626,-0.094074
1.90448,-0.041078,4.834678,9.376021,,,,,,,2.930379,-0.094011
1.905234,-0.042235,4.836185,9.376087,,,,,,,2.931133,-0.093947
1.905987,-0.042811,4.837692,9.376116,,,,,,,2.931886,-0.093947
1.906741,-0.043854,4.839199,9.376052,,,,,,,2.93264,-0.093947
1.907494,-0.043698,4.840706,9.37602,,,,,,,2.933393,-0.093947
1.908248,-0.044658,4.842213,9.37604,,,,,,,2.934147,-0.093947
1.909001,-0.044829,4.84372,9.376084,,,,,,,2.9349,-0.093947
1.909755,-0.044784,4.845227,9.376163,,,,,,,2.935654,-0.093947
1.910508,-0.045155,4.846734,9.376184,,,,,,,2.936407,-0.093947
1.911261,-0.045798,4.848241,9.376195,,,,,,,2.937161,-0.093947
1.912015,-0.046583,4.849748,9.376197,,,,,,,2.937914,-0.093947
1.912768,-0.047115,4.851254,9.3762,,,,,,,2.938668,-0.093947
1.913522,-0.047555,4.852762,9.37626,,,,,,,2.939421,-0.093947
1.914276,-0.048144,4.854269,9.376278,,,,,,,2.940175,-0.093947
1.915029,-0.048383,4.855775,9.376302,,,,,,,2.940928,-0.093947
1.915783,-0.049062,4.857283,9.376323,,,,,,,2.941682,-0.093947
1.916536,-0.049409,4.858789,9.37631,,,,,,,2.942435,-0.093947
1.91729,-0.049802,4.860296,9.376287,,,,,,,2.943189,-0.093947
1.918043,-0.049891,4.861804,9.376255,,,,,,,2.943943,-0.093947
1.918797,-0.050123,4.86331,9.376237,,,,,,,2.944696,-0.093947
1.91955,-0.050615,4.864817,9.376226,,,,,,,2.945449,-0.093947
1.920304,-0.051464,4.866324,9.37625,,,,,,,2.946203,-0.093947
1.921057,-0.051466,4.867831,9.376223,,,,,,,2.946956,-0.093883
1.921811,-0.050946,4.869338,9.376207,,,,,,,2.94771,-0.093819
1.922564,-0.050367,4.870845,9.376173,,,,,,,2.948463,-0.093755
1.923318,-0.050213,4.872352,9.376185,,,,,,,2.949217,-0.093691
1.924071,-0.050473,4.873859,9.376173,,,,,,,2.94997,-0.093627
1.924825,-0.050828,4.875366,9.376122,,,,,,,2.950724,-0.093562
1.925578,-0.050554,4.876873,9.376047,,,,,,,2.951478,-0.093498
1.926332,-0.050677,4.87838,9.376013,,,,,,,2.952231,-0.093434
1.927085,-0.051369,4.879887,9.376002,,,,,,,2.952984,-0.09337
1.927839,-0.051638,4.881394,9.375967,,,,,,,2.953738,-0.093306
1.928592,-0.05149,4.882901,9.375893,,,,,,,2.954492,-0.093306
1.929346,-0.051142,4.884408,9.375866,,,,,,,2.955245,-0.093306
1.930099,-0.051239,4.885915,9.375899,,,,,,,2.955998,-0.093306
1.930853,-0.051883,4.887422,9.375874,,,,,,,2.956752,-0.093306
1.931606,-0.052446,4.888929,9.37579,,,,,,,2.957505,-0.093306
1.93236,-0.052492,4.890436,9.375725,,,,,,,2.958259,-0.093306
1.933113,-0.052185,4.891943,9.375689,,,,,,,2.959013,-0.093306
1.933867,-0.052084,4.89345,9.375643,,,,,,,2.959766,-0.093306
1.93462,-0.051826,4.894957,9.375596,,,,,,,2.960519,-0.093306
1.935374,-0.051926,4.896463,9.37559,,,,,,,2.961273,-0.093306
1.936127,-0.051713,4.897971,9.375589,,,,,,,2.962027,-0.093306
1.936881,-0.051376,4.899477,9.37569,,,,,,,2.96278,-0.093306
1.937634,-0.051272,4.900984,9.375741,,,,,,,2.963533,-0.093306
1.938388,-0.051549,4.902492,9.375772,,,,,,,2.964287,-0.093306
1.939141,-0.051497,4.903998,9.375781,,,,,,,2.965041,-0.093306
1.939895,-0.050947,4.905505,9.375766,,,,,,,2.965794,-0.093306
1.940648,-0.050548,4.907012,9.375795,,,,,,,2.966547,-0.093306
1.941402,-0.050836,4.908519,9.375794,,,,,,,2.967301,-0.093306
1.942155,-0.051121,4.910026,9.37583,,,,,,,2.968054,-0.093306
1.942909,-0.050925,4.911533,9.37587,,,,,,,2.968808,-0.093306
1.943662,-0.050677,4.91304,9.37587,,,,,,,2.969562,-0.093241
1.944416,-0.050623,4.914547,9.375862,,,,,,,2.970315,-0.093177
1.945169,-0.050925,4.916054,9.375869,,,,,,,2.971068,-0.093112
1.945923,-0.050571,4.917561,9.375936,,,,,,,2.971822,-0.093048
1.946676,-0.050304,4.919068,9.375957,,,,,,,2.972576,-0.092983
1.94743,-0.050383,4.920575,9.37595,,,,,,,2.973329,-0.092918
1.948183,-0.050105,4.922082,9.375934,,,,,,,2.974082,-0.092854
1.948937,-0.049316,4.923589,9.375982,,,,,,,2.974836,-0.092789
1.94969,-0.048319,4.925096,9.376055,,,,,,,2.975589,-0.092724
1.950444,-0.047773,4.926603,9.376076,,,,,,,2.976343,-0.09266
1.951197,-0.048155,4.92811,9.376092,,,,,,,2.977097,-0.09266
1.951951,-0.048186,4.929617,9.376093,,,,,,,2.97785,-0.09266
1.952704,-0.047681,4.931124,9.376092,,,,,,,2.978603,-0.09266
1.953458,-0.047351,4.932631,9.376079,,,,,,,2.979357,-0.09266
1.954211,-0.0471,4.934138,9.37606,,,,,,,2.980111,-0.09266
1.954965,-0.046296,4.935645,9.37606,,,,,,,2.980864,-0.09266
1.955718,-0.0463,4.937151,9.376032,,,,,,,2.981617,-0.09266
1.956472,-0.046054,4.938659,9.375983,,,,,,,2.982371,-0.09266
1.957225,-0.045693,4.940166,9.375978,,,,,,,2.983124,-0.09266
1.957979,-0.045593,4.941672,9.375947,,,,,,,2.983878,-0.09266
1.958732,-0.045829,4.94318,9.375932,,,,,,,2.984632,-0.092595
1.959486,-0.046466,4.944686,9.37595,,,,,,,2.985385,-0.09253
1.960239,-0.047368,4.946193,9.375989,,,,,,,2.986138,-0.092464
1.960993,-0.047575,4.9477,9.376025,,,,,,,2.986892,-0.092399
1.961746,-0.047662,4.949207,9.376072,,,,,,,2.987646,-0.092334
1.9625,-0.047934,4.950714,9.376121,,,,,,,2.988399,-0.092269
1.963253,-0.048322,4.952221,9.376115,,,,,,,2.989152,-0.092204
1.964007,-0.048362,4.953728,9.376139,,,,,,,2.989906,-0.092139
1.96476,-0.048109,4.955235,9.37616,,,,,,,2.99066,-0.092074
1.965514,-0.048086,4.956742,9.376224,,,,,,,2.991413,-0.092009
1.966267,-0.048236,4.958249,9.376186,,,,,,,2.992167,-0.092009
1.967021,-0.048377,4.959756,9.376124,,,,,,,2.99292,-0.092009
1.967774,-0.048206,4.961263,9.376102,,,,,,,2.993673,-0.092009
1.968528,-0.047478,4.96277,9.376104,,,,,,,2.994427,-0.092009
1.969281,-0.046896,4.964277,9.376122,,,,,,,2.995181,-0.092009
1.970035,-0.047191,4.965784,9.376098,,,,,,,2.995934,-0.092009
1.970788,-0.047199,4.967291,9.3761,,,,,,,2.996687,-0.092009
1.971542,-0.046704,4.968798,9.376102,,,,,,,2.997441,-0.092009
1.972295,-0.046601,4.970304,9.376063,,,,,,,2.998195,-0.092009
1.973049,-0.046819,4.971812,9.37603,,,,,,,2.998948,-0.092009
1.973802,-0.046924,4.973319,9.37598,,,,,,,2.999701,-0.092009
1.974556,-0.047075,4.974825,9.375923,,,,,,,3.000455,-0.092009
1.975309,-0.046859,4.976333,9.375905,,,,,,,3.001209,-0.092009
1.976063,-0.046809,4.977839,9.375879,,,,,,,3.001962,-0.092009
1.976817,-0.046935,4.979346,9.375808,,,,,,,3.002716,-0.092009
1.97757,-0.046704,4.980854,9.375773,,,,,,,3.003469,-0.092009
1.978323,-0.046118,4.98236,9.375739,,,,,,,3.004222,-0.092009
1.979077,-0.045556,4.983867,9.375692,,,,,,,3.004976,-0.092009
1.97983,-0.045388,4.985374,9.375666,,,,,,,3.00573,-0.092009
1.980584,-0.045296,4.986881,9.375688,,,,,,,3.006483,-0.092009
1.981337,-0.045074,4.988388,9.375679,,,,,,,3.007236,-0.091943
1.982091,-0.044867,4.989895,9.375664,,,,,,,3.00799,-0.091877
1.982844,-0.044683,4.991402,9.375671,,,,,,,3.008744,-0.091812
1.983598,-0.045281,4.992909,9.375637,,,,,,,3.009497,-0.091746
1.984352,-0.045944,4.994416,9.375617,,,,,,,3.010251,-0.091681
1.985105,-0.046222,4.995923,9.375686,,,,,,,3.011004,-0.091615
1.985859,-0.046744,4.99743,9.375735,,,,,,,3.011758,-0.091549
1.986612,-0.047714,4.998937,9.375719,,,,,,,3.012511,-0.091484
1.987366,-0.048187,5.000444,9.375696,,,,,,,3.013265,-0.091418
1.988119,-0.047058,5.001951,9.375685,,,,,,,3.014018,-0.091353
1.988872,-0.04707,5.003458,9.375731,,,,,,,3.014771,-0.091353
1.989626,-0.047148,5.004965,9.37572,,,,,,,3.015525,-0.091353
1.990379,-0.047865,5.006472,9.375688,,,,,,,3.016279,-0.091353
1.991133,-0.048579,5.007979,9.375698,,,,,,,3.017032,-0.091353
1.991886,-0.049504,5.009486,9.375685,,,,,,,3.017786,-0.091353
1.99264,-0.049257,5.010993,9.375725,,,,,,,3.018539,-0.091353
1.993394,-0.048876,5.0125,9.375757,,,,,,,3.019293,-0.091353
1.994147,-0.049613,5.014007,9.375835,,,,,,,3.020046,-0.091353
1.994901,-0.049638,5.015513,9.375897,,,,,,,3.0208,-0.091353
1.995654,-0.04951,5.017021,9.375962,,,,,,,3.021553,-0.091353
1.996408,-0.048981,5.018528,9.375988,,,,,,,3.022307,-0.091353
1.997161,-0.048059,5.020034,9.375957,,,,,,,3.02306,-0.091353
1.997915,-0.0474,5.021542,9.375952,,,,,,,3.023814,-0.091353
1.998668,-0.047349,5.023048,9.375949,,,,,,,3.024567,-0.091353
1.999421,-0.047331,5.024555,9.375978,,,,,,,3.025321,-0.091353
2.000175,-0.0469,5.026062,9.375963,,,,,,,3.026074,-0.091353
2.000928,-0.046781,5.027569,9.375989,,,,,,,3.026828,-0.091353
2.001682,-0.046949,5.029076,9.376057,,,,,,,3.027581,-0.091353
2.002436,-0.046965,5.030583,9.376155,,,,,,,3.028335,-0.091353
2.003189,-0.047507,5.03209,9.376174,,,,,,,3.029088,-0.091353
2.003942,-0.047575,5.033597,9.37615,,,,,,,3.029842,-0.091287
2.004696,-0.047635,5.035104,9.376161,,,,,,,3.030595,-0.091221
2.00545,-0.048116,5.036611,9.376135,,,,,,,3.031349,-0.091154
2.006203,-0.049031,5.038118,9.376215,,,,,,,3.032102,-0.091088
2.006957,-0.049553,5.039625,9.376287,,,,,,,3.032856,-0.091022
2.00771,-0.049636,5.041132,9.376247,,,,,,,3.033609,-0.090956
2.008464,-0.049935,5.042639,9.376237,,,,,,,3.034363,-0.09089
2.009217,-0.050414,5.044146,9.37626,,,,,,,3.035116,-0.090824
2.009971,-0.050735,5.045653,9.376281,,,,,,,3.03587,-0.090758
2.010724,-0.050685,5.04716,9.376276,,,,,,,3.036623,-0.090692
2.011477,-0.050508,5.048667,9.376299,,,,,,,3.037377,-0.090692
2.012231,-0.050567,5.050174,9.376332,,,,,,,3.03813,-0.090692
2.012985,-0.051858,5.051681,9.376327,,,,,,,3.038884,-0.090692
2.013738,-0.05314,5.053188,9.376319,,,,,,,3.039638,-0.090692
2.014492,-0.05354,5.054695,9.37633,,,,,,,3.040391,-0.090692
2.015245,-0.054429,5.056201,9.376291,,,,,,,3.041144,-0.090692
2.015999,-0.055589,5.057709,9.376253,,,,,,,3.041898,-0.090692
2.016752,-0.056301,5.059216,9.37628,,,,,,,3.042651,-0.090692
2.017506,-0.056862,5.060722,9.376312,,,,,,,3.043405,-0.090692
2.018259,-0.057413,5.06223,9.376285,,,,,,,3.044158,-0.090692
2.019013,-0.058211,5.063736,9.376243,,,,,,,3.044912,-0.090692
2.019766,-0.059106,5.065243,9.37623,,,,,,,3.045665,-0.090692
2.02052,-0.060531,5.066751,9.376228,,,,,,,3.046419,-0.090692
2.021273,-0.060128,5.068257,9.376187,,,,,,,3.047173,-0.090692
2.022027,-0.060284,5.069764,9.376127,,,,,,,3.047926,-0.090692
2.02278,-0.06074,5.071271,9.376205,,,,,,,3.048679,-0.090692
2.023534,-0.061168,5.072778,9.376174,,,,,,,3.049433,-0.090692
2.024287,-0.061384,5.074285,9.376164,,,,,,,3.050186,-0.090692
2.025041,-0.062099,5.075792,9.376211,,,,,,,3.05094,-0.090692
2.025794,-0.063534,5.077299,9.376193,,,,,,,3.051693,-0.090692
2.026548,-0.063521,5.078806,9.376128,,,,,,,3.052447,-0.090625
2.027301,-0.063957,5.080313,9.376142,,,,,,,3.0532,-0.090559
2.028055,-0.063953,5.08182,9.376139,,,,,,,3.053954,-0.090492
2.028808,-0.063919,5.083327,9.376122,,,,,,,3.054708,-0.090426
2.029562,-0.064534,5.084834,9.376137,,,,,,,3.055461,-0.090359
2.030315,-0.064803,5.086341,9.376138,,,,,,,3.056214,-0.090293
2.031069,-0.065248,5.087848,9.376101,,,,,,,3.056968,-0.090446
2.031822,-0.065662,5.089355,9.376027,,,,,,,3.057722,-0.09145
2.032576,-0.065976,5.090862,9.37601,,,,,,,3.058475,-0.092128
2.033329,-0.065932,5.092369,9.375923,,,,,,,3.059228,-0.09201
2.034083,-0.067463,5.093875,9.375873,,,,,,,3.059982,-0.092092
2.034836,-0.067924,5.095383,9.375799,,,,,,,3.060735,-0.091931
2.03559,-0.068181,5.096889,9.375733,,,,,,,3.061489,-0.091474
2.036343,-0.068976,5.098396,9.375685,,,,,,,3.062243,-0.091364
2.037097,-0.069241,5.099904,9.375624,,,,,,,3.062996,-0.09137
2.03785,-0.070177,5.10141,9.375601,,,,,,,3.063749,-0.091506
2.038604,-0.06979,5.102917,9.375571,,,,,,,3.064503,-0.091531
2.039357,-0.069838,5.104424,9.375601,,,,,,,3.065257,-0.091425
2.040111,-0.070205,5.105931,9.375518,,,,,,,3.06601,-0.09203
2.040864,-0.06998,5.107438,9.37545,,,,,,,3.066763,-0.092735
2.041618,-0.070952,5.108945,9.375347,,,,,,,3.067517,-0.093248
2.042371,-0.071529,5.110452,9.375295,,,,,,,3.068271,-0.093751
2.043125,-0.072035,5.111959,9.375195,,,,,,,3.069024,-0.093613
2.043879,-0.072533,5.113466,9.375129,,,,,,,3.069777,-0.092987
2.044632,-0.073333,5.114973,9.375138,,,,,,,3.070531,-0.092834
2.045385,-0.073626,5.11648,9.375138,,,,,,,3.071284,-0.092062
2.046139,-0.073612,5.117987,9.375127,,,,,,,3.072038,-0.090997
2.046892,-0.073661,5.119494,9.375126,,,,,,,3.072792,-0.090027
2.047646,-0.07378,5.121001,9.375074,,,,,,,3.073545,-0.090027
2.048399,-0.07436,5.122508,9.375093,,,,,,,3.074298,-0.090027
2.049153,-0.074521,5.124015,9.375059,,,,,,,3.075052,-0.08996
2.049906,-0.074256,5.125522,9.375027,,,,,,,3.075806,-0.089893
2.05066,-0.073914,5.127029,9.37501,,,,,,,3.076559,-0.089826
2.051414,-0.073451,5.128536,9.374927,,,,,,,3.077312,-0.089759
2.052167,-0.074008,5.130043,9.375022,,,,,,,3.078066,-0.089692
2.05292,-0.073473,5.13155,9.375002,,,,,,,3.07882,-0.089625
2.053674,-0.073037,5.133057,9.374992,,,,,,,3.079573,-0.089558
2.054428,-0.073253,5.134563,9.374958,,,,,,,3.080327,-0.089491
2.055181,-0.073788,5.136071,9.37492,,,,,,,3.08108,-0.089424
2.055934,-0.073851,5.137578,9.37492,,,,,,,3.081833,-0.089357
2.056688,-0.072812,5.139084,9.374909,,,,,,,3.082587,-0.089357
2.057441,-0.071741,5.140592,9.374946,,,,,,,3.083341,-0.089357
2.058195,-0.070777,5.142098,9.374997,,,,,,,3.084094,-0.089357
2.058949,-0.070902,5.143605,9.375023,,,,,,,3.084847,-0.089357
2.059702,-0.071266,5.145113,9.375075,,,,,,,3.085601,-0.089357
2.060455,-0.07162,5.146619,9.375179,,,,,,,3.086355,-0.089357
2.061209,-0.071599,5.148126,9.375195,,,,,,,3.087108,-0.089357
2.061963,-0.07152,5.149633,9.375182,,,,,,,3.087862,-0.089357
2.062716,-0.071546,5.15114,9.375175,,,,,,,3.088615,-0.089357
2.063469,-0.071162,5.152647,9.375225,,,,,,,3.089369,-0.089357
2.064223,-0.070778,5.154154,9.375226,,,,,,,3.090122,-0.089357
2.064977,-0.070741,5.155661,9.375273,,,,,,,3.090876,-0.089357
2.06573,-0.071064,5.157168,9.375268,,,,,,,3.091629,-0.089357
2.066483,-0.07048,5.158675,9.37536,,,,,,,3.092382,-0.089357
2.067237,-0.07041,5.160182,9.375383,,,,,,,3.093136,-0.089357
2.06799,-0.07065,5.161689,9.375423,,,,,,,3.09389,-0.089357
2.068744,-0.070518,5.163196,9.375527,,,,,,,3.094643,-0.089357
2.069498,-0.069988,5.164703,9.37563,,,,,,,3.095397,-0.089357
2.070251,-0.069922,5.16621,9.375632,,,,,,,3.09615,-0.089357
2.071004,-0.069972,5.167717,9.375643,,,,,,,3.096904,-0.089357
2.071758,-0.069869,5.169224,9.375606,,,,,,,3.097657,-0.089289
2.072512,-0.070268,5.170731,9.3756,,,,,,,3.098411,-0.089222
2.073265,-0.070518,5.172238,9.375689,,,,,,,3.099164,-0.089154
2.074018,-0.069865,5.173745,9.37568,,,,,,,3.099918,-0.089087
2.074772,-0.069833,5.175251,9.375752,,,,,,,3.100671,-0.08902
2.075526,-0.070064,5.176759,9.375765,,,,,,,3.101425,-0.088952
2.076279,-0.070296,5.178266,9.375776,,,,,,,3.102178,-0.088885
2.077033,-0.070065,5.179772,9.375793,,,,,,,3.102931,-0.088817
2.077786,-0.069862,5.18128,9.375781,,,,,,,3.103685,-0.08875
2.078539,-0.069285,5.182786,9.375773,,,,,,,3.104439,-0.088682
2.079293,-0.069197,5.184293,9.375727,,,,,,,3.105192,-0.088682
2.080047,-0.06872,5.185801,9.375667,,,,,,,3.105946,-0.088682
2.0808,-0.068335,5.187307,9.375605,,,,,,,3.106699,-0.088682
2.081553,-0.067763,5.188814,9.37564,,,,,,,3.107453,-0.088682
2.082307,-0.067076,5.190321,9.375658,,,,,,,3.108206,-0.088682
2.083061,-0.06705,5.191828,9.375686,,,,,,,3.10896,-0.088682
2.083814,-0.067292,5.193335,9.375648,,,,,,,3.109713,-0.088682
2.084568,-0.067121,5.194842,9.375631,,,,,,,3.110467,-0.088682
2.085321,-0.067065,5.196349,9.37566,,,,,,,3.11122,-0.088682
2.086075,-0.066654,5.197856,9.375649,,,,,,,3.111974,-0.088682
2.086828,-0.066881,5.199363,9.375682,,,,,,,3.112727,-0.088682
2.087582,-0.067216,5.20087,9.375743,,,,,,,3.113481,-0.088682
2.088335,-0.066812,5.202377,9.375727,,,,,,,3.114234,-0.088682
2.089088,-0.066785,5.203884,9.375716,,,,,,,3.114988,-0.088682
2.089842,-0.066767,5.205391,9.375667,,,,,,,3.115741,-0.088682
2.090596,-0.066807,5.206898,9.375646,,,,,,,3.116495,-0.088682
2.091349,-0.066303,5.208405,9.375624,,,,,,,3.117249,-0.088682
2.092103,-0.065564,5.209912,9.37565,,,,,,,3.118002,-0.088682
2.092856,-0.06507,5.211419,9.375688,,,,,,,3.118755,-0.088682
2.09361,-0.065072,5.212926,9.375688,,,,,,,3.119509,-0.088682
2.094363,-0.065002,5.214433,9.375671,,,,,,,3.120262,-0.088615
2.095117,-0.064806,5.21594,9.37567,,,,,,,3.121016,-0.088547
2.09587,-0.064946,5.217446,9.375697,,,,,,,3.121769,-0.088479
2.096624,-0.064808,5.218954,9.375667,,,,,,,3.122523,-0.088411
2.097377,-0.063738,5.22046,9.375662,,,,,,,3.123276,-0.088343
2.098131,-0.062746,5.221967,9.375729,,,,,,,3.12403,-0.088275
2.098884,-0.062505,5.223475,9.375704,,,,,,,3.124784,-0.088207
2.099638,-0.0624,5.224981,9.375709,,,,,,,3.125537,-0.08814
2.100391,-0.062215,5.226488,9.375711,,,,,,,3.12629,-0.088072
2.101145,-0.061956,5.227995,9.375714,,,,,,,3.127044,-0.088004
2.101898,-0.061821,5.229502,9.375761,,,,,,,3.127797,-0.088004
2.102652,-0.061945,5.231009,9.375766,,,,,,,3.128551,-0.088004
2.103405,-0.062088,5.232516,9.375783,,,,,,,3.129304,-0.088004
2.104159,-0.061953,5.234023,9.375806,,,,,,,3.130058,-0.088004
2.104912,-0.061604,5.23553,9.375848,,,,,,,3.130811,-0.088004
2.105666,-0.061812,5.237037,9.375876,,,,,,,3.131565,-0.088004
2.106419,-0.061654,5.238544,9.375856,,,,,,,3.132318,-0.088004
2.107172,-0.061304,5.240051,9.375871,,,,,,,3.133072,-0.088004
2.107926,-0.061054,5.241558,9.37585,,,,,,,3.133825,-0.088004
2.10868,-0.061117,5.243065,9.375823,,,,,,,3.134579,-0.088004
2.109433,-0.06081,5.244572,9.375826,,,,,,,3.135333,-0.087936
2.110187,-0.060604,5.246079,9.375784,,,,,,,3.136086,-0.087867
2.11094,-0.06045,5.247586,9.375755,,,,,,,3.136839,-0.087799
2.111694,-0.060465,5.249093,9.375755,,,,,,,3.137593,-0.087731
2.112447,-0.060126,5.2506,9.37576,,,,,,,3.138346,-0.087663
2.113201,-0.059662,5.252107,9.375774,,,,,,,3.1391,-0.087594
2.113954,-0.059698,5.253613,9.375712,,,,,,,3.139853,-0.087526
2.114708,-0.059634,5.255121,9.375684,,,,,,,3.140607,-0.087458
2.115461,-0.05973,5.256628,9.37566,,,,,,,3.14136,-0.087389
2.116215,-0.059638,5.258134,9.375665,,,,,,,3.142114,-0.087321
2.116968,-0.059119,5.259642,9.375777,,,,,,,3.142868,-0.087321
2.117722,-0.058896,5.261148,9.375801,,,,,,,3.143621,-0.087321
2.118475,-0.058579,5.262655,9.375828,,,,,,,3.144374,-0.087321
2.119229,-0.058593,5.264163,9.375854,,,,,,,3.145128,-0.087321
2.119982,-0.05908,5.265669,9.375949,,,,,,,3.145882,-0.087321
2.120736,-0.058594,5.267176,9.375996,,,,,,,3.146635,-0.087321
2.12149,-0.057598,5.268683,9.376009,,,,,,,3.147388,-0.087321
2.122243,-0.057222,5.27019,9.37606,,,,,,,3.148142,-0.087321
2.122996,-0.057094,5.271697,9.376073,,,,,,,3.148895,-0.087321
2.12375,-0.057321,5.273204,9.376058,,,,,,,3.149649,-0.087321
2.124503,-0.057607,5.274711,9.37607,,,,,,,3.150403,-0.087321
2.125257,-0.057922,5.276218,9.376122,,,,,,,3.151156,-0.087321
2.12601,-0.058254,5.277725,9.376188,,,,,,,3.151909,-0.087321
2.126764,-0.057926,5.279232,9.376251,,,,,,,3.152663,-0.087321
2.127517,-0.05759,5.280739,9.376306,,,,,,,3.153417,-0.087321
2.128271,-0.058175,5.282246,9.376329,,,,,,,3.15417,-0.087321
2.129025,-0.058705,5.283753,9.376343,,,,,,,3.154923,-0.087321
2.129778,-0.058987,5.28526,9.376387,,,,,,,3.155677,-0.087321
2.130531,-0.059047,5.286767,9.376414,,,,,,,3.156431,-0.087321
2.131285,-0.058938,5.288274,9.376385,,,,,,,3.157184,-0.087321
2.132039,-0.058935,5.289781,9.37637,,,,,,,3.157938,-0.087253
2.132792,-0.05889,5.291288,9.376386,,,,,,,3.158691,-0.087184
2.133545,-0.059095,5.292795,9.376364,,,,,,,3.159444,-0.087115
2.134299,-0.059037,5.294302,9.37631,,,,,,,3.160198,-0.087047
2.135052,-0.059516,5.295809,9.376266,,,,,,,3.160952,-0.086978
2.135806,-0.059947,5.297316,9.376175,,,,,,,3.161705,-0.086909
2.136559,-0.059803,5.298822,9.37613,,,,,,,3.162458,-0.08684
2.137313,-0.059635,5.30033,9.37615,,,,,,,3.163212,-0.086772
2.138066,-0.059453,5.301836,9.376097,,,,,,,3.163966,-0.086703
2.13882,-0.059088,5.303343,9.37604,,,,,,,3.164719,-0.086634
2.139574,-0.058585,5.304851,9.376005,,,,,,,3.165473,-0.086634
