Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,
UV 1_280,,Cond,,Conc B,,Injection,,Run Log,,"UV 1_280_CUT_TEMP@100,BASEM",
ml,mAU,ml,mS/cm,ml,%,ml,Injection,ml,Logbook,ml,mAU
11.316506,35.978573,,,,,,,,,12.342405,0.685964
11.31726,35.971565,,,,,,,,,12.343159,0.685964
11.318013,35.964695,,,,,,,,,12.343912,0.685964
11.318767,35.957005,,,,,,,,,12.344666,0.685964
11.31952,35.95052,,,,,,,,,12.345419,0.685964
11.320273,35.943569,,,,,,,,,12.346172,0.685964
11.321027,35.936234,,,,,,,,,12.346927,0.685964
11.32178,35.929356,,,,,,,,,12.34768,0.685964
11.322534,35.922783,,,,,,,,,12.348433,0.685964
11.323288,35.917351,,,,,,,,,12.349187,0.685964
11.324041,35.911022,,,,,,,,,12.34994,0.685964
11.324795,35.904007,,,,,,,,,12.350694,0.685964
11.325548,35.898106,,,,,,,,,12.351447,0.685964
11.326302,35.892925,,,,,,,,,12.352201,0.685964
11.327055,35.887165,,,,,,,,,12.352954,0.685964
11.327808,35.881413,,,,,,,,,12.353708,0.685964
11.328562,35.874706,,,,,,,,,12.354462,0.685964
11.329315,35.86853,,,,,,,,,12.355215,0.685964
11.330069,35.862461,,,,,,,,,12.355968,0.685964
11.330823,35.85593,,,,,,,,,12.356722,0.685964
11.331576,35.851189,,,,,,,,,12.357475,0.685964
11.33233,35.846523,,,,,,,,,12.358229,0.686203
11.333083,35.841328,,,,,,,,,12.358982,0.686443
11.333837,35.835243,,,,,,,,,12.359735,0.686682
11.33459,35.829651,,,,,,,,,12.36049,0.686922
11.335343,35.824306,,,,,,,,,12.361243,0.687161
11.336097,35.819122,,,,,,,,,12.361997,0.687401
11.33685,35.814068,,,,,,,,,12.36275,0.687641
11.337605,35.808132,,,,,,,,,12.363503,0.68788
11.338358,35.80217,,,,,,,,,12.364257,0.68812
11.339111,35.796761,,,,,,,,,12.36501,0.688359
11.339865,35.792248,,,,,,,,,12.365764,0.688359
11.340618,35.787071,,,,,,,,,12.366517,0.688359
11.341372,35.782612,,,,,,,,,12.36727,0.688359
11.342125,35.778469,,,,,,,,,12.368025,0.688359
11.342878,35.774464,,,,,,,,,12.368778,0.688359
11.343632,35.770191,,,,,,,,,12.369532,0.688359
11.344386,35.765568,,,,,,,,,12.370285,0.688359
11.34514,35.762184,,,,,,,,,12.371038,0.688359
11.345893,35.759373,,,,,,,,,12.371792,0.688359
11.346646,35.755989,,,,,,,,,12.372545,0.688359
11.3474,35.753063,,,,,,,,,12.373299,0.688359
11.348153,35.749321,,,,,,,,,12.374052,0.688359
11.348907,35.746174,,,,,,,,,12.374806,0.688359
11.34966,35.741875,,,,,,,,,12.37556,0.688359
11.350413,35.738335,,,,,,,,,12.376313,0.688359
11.351167,35.734978,,,,,,,,,12.377067,0.688359
11.351921,35.731441,,,,,,,,,12.37782,0.688359
11.352674,35.728249,,,,,,,,,12.378573,0.688359
11.353428,35.725616,,,,,,,,,12.379327,0.688359
11.354181,35.723579,,,,,,,,,12.38008,0.688359
11.354935,35.720997,,,,,,,,,12.380834,0.688597
11.355688,35.717762,,,,,,,,,12.381588,0.688834
11.356441,35.715794,,,,,,,,,12.382341,0.689072
11.357195,35.713024,,,,,,,,,12.383095,0.689309
11.357948,35.710865,,,,,,,,,12.383848,0.689546
11.358703,35.708858,,,,,,,,,12.384602,0.689784
11.359456,35.706856,,,,,,,,,12.385355,0.690021
11.360209,35.705853,,,,,,,,,12.386108,0.690259
11.360963,35.704224,,,,,,,,,12.386862,0.690496
11.361716,35.702286,,,,,,,,,12.387615,0.690733
11.36247,35.70047,,,,,,,,,12.388369,0.690733
11.363223,35.699184,,,,,,,,,12.389123,0.690733
11.363976,35.696735,,,,,,,,,12.389876,0.690733
11.36473,35.694847,,,,,,,,,12.39063,0.690733
11.365484,35.693092,,,,,,,,,12.391383,0.690733
11.366238,35.692482,,,,,,,,,12.392137,0.690733
11.366991,35.690666,,,,,,,,,12.39289,0.690733
11.367744,35.689491,,,,,,,,,12.393643,0.690733
11.368498,35.688713,,,,,,,,,12.394397,0.690733
11.369251,35.687309,,,,,,,,,12.39515,0.690733
11.370005,35.686394,,,,,,,,,12.395905,0.690733
11.370758,35.685467,,,,,,,,,12.396658,0.690733
11.371511,35.685127,,,,,,,,,12.397411,0.690733
11.372265,35.683712,,,,,,,,,12.398165,0.690733
11.373019,35.682529,,,,,,,,,12.398918,0.690733
11.373773,35.682266,,,,,,,,,12.399672,0.690733
11.374526,35.681301,,,,,,,,,12.400425,0.690733
11.375279,35.681221,,,,,,,,,12.401178,0.690733
11.376033,35.681393,,,,,,,,,12.401932,0.690733
11.376786,35.681168,,,,,,,,,12.402685,0.690733
11.37754,35.680614,,,,,,,,,12.40344,0.690969
11.378293,35.680862,,,,,,,,,12.404193,0.691204
11.379046,35.681053,,,,,,,,,12.404946,0.691439
11.379801,35.68045,,,,,,,,,12.4057,0.691675
11.380554,35.680141,,,,,,,,,12.406453,0.69191
11.381308,35.68037,,,,,,,,,12.407207,0.692145
11.382061,35.680607,,,,,,,,,12.40796,0.69238
11.382814,35.679996,,,,,,,,,12.408713,0.692616
11.383568,35.679451,,,,,,,,,12.409467,0.692851
11.384321,35.679028,,,,,,,,,12.410221,0.693086
11.385075,35.679138,,,,,,,,,12.410975,0.693086
11.385828,35.679668,,,,,,,,,12.411728,0.693086
11.386582,35.680664,,,,,,,,,12.412481,0.693086
11.387336,35.681049,,,,,,,,,12.413235,0.693086
11.388089,35.681026,,,,,,,,,12.413988,0.693086
11.388843,35.681713,,,,,,,,,12.414742,0.693086
11.389596,35.682484,,,,,,,,,12.415495,0.693086
11.390349,35.683125,,,,,,,,,12.416248,0.693086
11.391103,35.684078,,,,,,,,,12.417003,0.693086
11.391856,35.685364,,,,,,,,,12.417756,0.693086
11.39261,35.686916,,,,,,,,,12.418509,0.693086
11.393363,35.688599,,,,,,,,,12.419263,0.693086
11.394117,35.689819,,,,,,,,,12.420016,0.693086
11.394871,35.690987,,,,,,,,,12.42077,0.693086
11.395624,35.692368,,,,,,,,,12.421523,0.693086
11.396378,35.69379,,,,,,,,,12.422276,0.693086
11.397131,35.694599,,,,,,,,,12.42303,0.693086
11.397884,35.695183,,,,,,,,,12.423783,0.693086
11.398638,35.696415,,,,,,,,,12.424538,0.693086
11.399391,35.698387,,,,,,,,,12.425291,0.693086
11.400145,35.700497,,,,,,,,,12.426044,0.693319
11.400899,35.702003,,,,,,,,,12.426798,0.693552
11.401652,35.703983,,,,,,,,,12.427551,0.693785
11.402406,35.706188,,,,,,,,,12.428305,0.694019
11.403159,35.708542,,,,,,,,,12.429058,0.694252
11.403913,35.711586,,,,,,,,,12.429811,0.694485
11.404666,35.714943,,,,,,,,,12.430565,0.694718
11.405419,35.71751,,,,,,,,,12.431319,0.694951
11.406173,35.720352,,,,,,,,,12.432073,0.695184
11.406926,35.723194,,,,,,,,,12.432826,0.695417
11.40768,35.726471,,,,,,,,,12.433579,0.695417
11.408434,35.729805,,,,,,,,,12.434333,0.695417
11.409187,35.733749,,,,,,,,,12.435086,0.695417
11.409941,35.738823,,,,,,,,,12.43584,0.695417
11.410694,35.743633,,,,,,,,,12.436593,0.695417
11.411448,35.748619,,,,,,,,,12.437346,0.695417
11.412201,35.753796,,,,,,,,,12.438101,0.695417
11.412954,35.758419,,,,,,,,,12.438854,0.695417
11.413708,35.762581,,,,,,,,,12.439608,0.695417
11.414461,35.767059,,,,,,,,,12.440361,0.695417
11.415215,35.772251,,,,,,,,,12.441114,0.695417
11.415969,35.77705,,,,,,,,,12.441868,0.695417
11.416722,35.78207,,,,,,,,,12.442621,0.695417
11.417476,35.788059,,,,,,,,,12.443375,0.695417
11.418229,35.793873,,,,,,,,,12.444128,0.695417
11.418983,35.799698,,,,,,,,,12.444881,0.695417
11.419736,35.80621,,,,,,,,,12.445636,0.695417
11.420489,35.812969,,,,,,,,,12.446389,0.695417
11.421243,35.819538,,,,,,,,,12.447143,0.695417
11.421997,35.82645,,,,,,,,,12.447896,0.695417
11.42275,35.833775,,,,,,,,,12.448649,0.695417
11.423504,35.840752,,,,,,,,,12.449403,0.695417
11.424257,35.847721,,,,,,,,,12.450156,0.695417
11.425011,35.85582,,,,,,,,,12.45091,0.695417
11.425764,35.863892,,,,,,,,,12.451663,0.695417
11.426517,35.871742,,,,,,,,,12.452417,0.695417
11.427271,35.879868,,,,,,,,,12.453171,0.695417
11.428024,35.888313,,,,,,,,,12.453924,0.695417
11.428778,35.896412,,,,,,,,,12.454678,0.695417
11.429532,35.904804,,,,,,,,,12.455431,0.695417
11.430285,35.91317,,,,,,,,,12.456184,0.695648
11.431039,35.921967,,,,,,,,,12.456938,0.69588
11.431792,35.931042,,,,,,,,,12.457691,0.696111
11.432546,35.94009,,,,,,,,,12.458445,0.696342
11.433299,35.949387,,,,,,,,,12.459199,0.696573
11.434052,35.959377,,,,,,,,,12.459952,0.696804
11.434806,35.970146,,,,,,,,,12.460706,0.697035
11.435559,35.981041,,,,,,,,,12.461459,0.697266
11.436314,35.991108,,,,,,,,,12.462213,0.697497
11.437067,36.000774,,,,,,,,,12.462966,0.697728
11.43782,36.010956,,,,,,,,,12.463719,0.697728
11.438574,36.021542,,,,,,,,,12.464473,0.697728
11.439327,36.032475,,,,,,,,,12.465226,0.697728
11.440081,36.043896,,,,,,,,,12.46598,0.697728
11.440834,36.054779,,,,,,,,,12.466734,0.697728
11.441587,36.065784,,,,,,,,,12.467487,0.697728
11.442341,36.077774,,,,,,,,,12.468241,0.697728
11.443095,36.089943,,,,,,,,,12.468994,0.697728
11.443849,36.102177,,,,,,,,,12.469748,0.697728
11.444602,36.113766,,,,,,,,,12.470501,0.697728
11.445355,36.126358,,,,,,,,,12.471254,0.697728
11.446109,36.139069,,,,,,,,,12.472008,0.697728
11.446862,36.150776,,,,,,,,,12.472761,0.697728
11.447616,36.163326,,,,,,,,,12.473516,0.697728
11.448369,36.176014,,,,,,,,,12.474269,0.697728
11.449122,36.188927,,,,,,,,,12.475022,0.697728
11.449876,36.201458,,,,,,,,,12.475776,0.697728
11.45063,36.215103,,,,,,,,,12.476529,0.697728
11.451384,36.229042,,,,,,,,,12.477283,0.697728
11.452137,36.241619,,,,,,,,,12.478036,0.697728
11.45289,36.254047,,,,,,,,,12.478789,0.697728
11.453644,36.267689,,,,,,,,,12.479543,0.697728
11.454397,36.281643,,,,,,,,,12.480296,0.697728
11.455151,36.295582,,,,,,,,,12.48105,0.697728
11.455904,36.309856,,,,,,,,,12.481804,0.697728
11.456657,36.32449,,,,,,,,,12.482557,0.697728
11.457412,36.338905,,,,,,,,,12.483311,0.697728
11.458165,36.353542,,,,,,,,,12.484064,0.697728
11.458919,36.369106,,,,,,,,,12.484818,0.697728
11.459672,36.38475,,,,,,,,,12.485571,0.697728
11.460425,36.400028,,,,,,,,,12.486324,0.697728
11.461179,36.415535,,,,,,,,,12.487078,0.697728
11.461932,36.431602,,,,,,,,,12.487832,0.697728
11.462686,36.448109,,,,,,,,,12.488585,0.697728
11.463439,36.464703,,,,,,,,,12.489339,0.697728
11.464193,36.481033,,,,,,,,,12.490092,0.697728
11.464947,36.497746,,,,,,,,,12.490846,0.697728
11.4657,36.514462,,,,,,,,,12.491599,0.697728
11.466454,36.531223,,,,,,,,,12.492352,0.697728
11.467207,36.548088,,,,,,,,,12.493106,0.697728
11.46796,36.565796,,,,,,,,,12.493859,0.697728
11.468714,36.583279,,,,,,,,,12.494614,0.697728
11.469467,36.601151,,,,,,,,,12.495367,0.697728
11.470221,36.619682,,,,,,,,,12.49612,0.697728
11.470974,36.637703,,,,,,,,,12.496874,0.697728
11.471728,36.656113,,,,,,,,,12.497627,0.697728
11.472482,36.674736,,,,,,,,,12.498381,0.697728
11.473235,36.692768,,,,,,,,,12.499134,0.697728
11.473989,36.711849,,,,,,,,,12.499887,0.697728
11.474742,36.731129,,,,,,,,,12.500641,0.697728
11.475495,36.750988,,,,,,,,,12.501394,0.698185
11.476249,36.771561,,,,,,,,,12.502149,0.698643
11.477002,36.792072,,,,,,,,,12.502902,0.6991
11.477756,36.812057,,,,,,,,,12.503655,0.699558
11.47851,36.832462,,,,,,,,,12.504409,0.700015
11.479263,36.85252,,,,,,,,,12.505162,0.700473
11.480017,36.872738,,,,,,,,,12.505916,0.700931
11.48077,36.893288,,,,,,,,,12.506669,0.701388
11.481524,36.915043,,,,,,,,,12.507422,0.701846
11.482277,36.936523,,,,,,,,,12.508176,0.702303
11.48303,36.957882,,,,,,,,,12.50893,0.702303
11.483784,36.979542,,,,,,,,,12.509684,0.702303
11.484537,37.001839,,,,,,,,,12.510437,0.702303
11.485291,37.023369,,,,,,,,,12.51119,0.702303
11.486045,37.04594,,,,,,,,,12.511944,0.702303
11.486798,37.067886,,,,,,,,,12.512697,0.702303
11.487552,37.090904,,,,,,,,,12.513451,0.702303
11.488305,37.113228,,,,,,,,,12.514204,0.702303
11.489058,37.136593,,,,,,,,,12.514957,0.702303
11.489812,37.160694,,,,,,,,,12.515712,0.702303
11.490565,37.184708,,,,,,,,,12.516465,0.702303
11.491319,37.208397,,,,,,,,,12.517219,0.702303
11.492072,37.232746,,,,,,,,,12.517972,0.702303
11.492826,37.256886,,,,,,,,,12.518725,0.702303
11.49358,37.2817,,,,,,,,,12.519479,0.702303
11.494333,37.306427,,,,,,,,,12.520232,0.702303
11.495087,37.331059,,,,,,,,,12.520986,0.702303
11.49584,37.355865,,,,,,,,,12.521739,0.702303
11.496593,37.380554,,,,,,,,,12.522492,0.702303
11.497347,37.405552,,,,,,,,,12.523247,0.702303
11.4981,37.430809,,,,,,,,,12.524,0.702303
11.498854,37.4561,,,,,,,,,12.524754,0.702303
11.499608,37.482067,,,,,,,,,12.525507,0.702303
11.500361,37.507675,,,,,,,,,12.52626,0.702303
11.501115,37.534237,,,,,,,,,12.527014,0.702303
11.501868,37.561188,,,,,,,,,12.527767,0.702303
11.502622,37.587685,,,,,,,,,12.528521,0.702303
11.503375,37.614944,,,,,,,,,12.529274,0.702303
11.504128,37.6422,,,,,,,,,12.530028,0.702303
11.504882,37.670284,,,,,,,,,12.530782,0.702303
11.505635,37.696304,,,,,,,,,12.531535,0.702303
11.506389,37.720589,,,,,,,,,12.532289,0.702303
11.507143,37.74577,,,,,,,,,12.533042,0.702303
11.507896,37.773697,,,,,,,,,12.533795,0.702303
11.50865,37.802437,,,,,,,,,12.534549,0.702303
11.509403,37.830322,,,,,,,,,12.535302,0.702303
11.510157,37.858757,,,,,,,,,12.536056,0.702303
11.51091,37.888123,,,,,,,,,12.53681,0.702303
11.511663,37.917042,,,,,,,,,12.537563,0.702303
11.512417,37.946728,,,,,,,,,12.538317,0.702303
11.51317,37.975872,,,,,,,,,12.53907,0.702303
11.513925,38.004993,,,,,,,,,12.539824,0.702303
11.514678,38.035717,,,,,,,,,12.540577,0.702303
11.515431,38.065395,,,,,,,,,12.54133,0.702303
11.516185,38.095642,,,,,,,,,12.542084,0.702303
11.516938,38.126865,,,,,,,,,12.542837,0.702303
11.517692,38.158508,,,,,,,,,12.543591,0.702303
11.518445,38.190125,,,,,,,,,12.544345,0.702303
11.519198,38.221329,,,,,,,,,12.545098,0.702303
11.519952,38.252979,,,,,,,,,12.545852,0.702303
11.520706,38.28503,,,,,,,,,12.546605,0.702752
11.52146,38.317535,,,,,,,,,12.547359,0.703202
11.522213,38.350033,,,,,,,,,12.548112,0.703651
11.522966,38.382442,,,,,,,,,12.548865,0.7041
11.52372,38.41449,,,,,,,,,12.549619,0.704549
11.524473,38.447308,,,,,,,,,12.550372,0.704999
11.525227,38.481052,,,,,,,,,12.551126,0.705448
11.52598,38.515324,,,,,,,,,12.55188,0.705897
11.526733,38.549419,,,,,,,,,12.552633,0.706346
11.527487,38.583523,,,,,,,,,12.553387,0.706796
11.528241,38.617172,,,,,,,,,12.55414,0.706796
11.528995,38.651321,,,,,,,,,12.554893,0.706796
11.529748,38.685707,,,,,,,,,12.555647,0.706796
11.530501,38.720829,,,,,,,,,12.5564,0.706796
11.531255,38.756271,,,,,,,,,12.557154,0.706796
11.532008,38.792282,,,,,,,,,12.557907,0.706796
11.532762,38.829144,,,,,,,,,12.558661,0.706796
11.533515,38.86607,,,,,,,,,12.559415,0.706796
11.534268,38.903019,,,,,,,,,12.560168,0.706796
11.535023,38.939972,,,,,,,,,12.560922,0.706796
11.535776,38.976871,,,,,,,,,12.561675,0.706796
11.53653,39.014637,,,,,,,,,12.562428,0.706796
11.537283,39.051674,,,,,,,,,12.563182,0.706796
11.538036,39.089401,,,,,,,,,12.563935,0.706796
11.53879,39.12772,,,,,,,,,12.564689,0.706796
11.539543,39.166088,,,,,,,,,12.565443,0.706796
11.540297,39.204914,,,,,,,,,12.566196,0.706796
11.54105,39.244503,,,,,,,,,12.56695,0.706796
11.541804,39.284172,,,,,,,,,12.567703,0.706796
11.542558,39.323437,,,,,,,,,12.568457,0.706796
11.543311,39.363194,,,,,,,,,12.56921,0.706796
11.544065,39.404266,,,,,,,,,12.569963,0.706796
11.544818,39.445602,,,,,,,,,12.570717,0.706796
11.545571,39.486794,,,,,,,,,12.57147,0.706796
11.546325,39.528763,,,,,,,,,12.572225,0.706796
11.547078,39.570545,,,,,,,,,12.572978,0.706796
11.547832,39.612465,,,,,,,,,12.573731,0.706796
11.548585,39.65535,,,,,,,,,12.574485,0.706796
11.549339,39.698795,,,,,,,,,12.575238,0.706796
11.550093,39.742779,,,,,,,,,12.575992,0.706796
11.550846,39.786644,,,,,,,,,12.576745,0.706796
11.5516,39.829693,,,,,,,,,12.577498,0.706796
11.552353,39.872986,,,,,,,,,12.578252,0.706796
11.553106,39.917049,,,,,,,,,12.579005,0.706796
11.55386,39.961105,,,,,,,,,12.57976,0.706796
11.554613,40.005421,,,,,,,,,12.580513,0.706796
11.555367,40.049564,,,,,,,,,12.581266,0.706796
11.556121,40.093693,,,,,,,,,12.58202,0.706796
11.556874,40.139065,,,,,,,,,12.582773,0.706796
11.557628,40.185059,,,,,,,,,12.583527,0.706796
11.558381,40.229691,,,,,,,,,12.58428,0.706796
11.559134,40.271694,,,,,,,,,12.585033,0.706796
11.559888,40.312946,,,,,,,,,12.585787,0.706796
11.560641,40.356499,,,,,,,,,12.586541,0.706796
11.561395,40.403221,,,,,,,,,12.587295,0.706796
11.562148,40.451794,,,,,,,,,12.588048,0.706796
11.562902,40.499931,,,,,,,,,12.588801,0.706796
11.563656,40.548092,,,,,,,,,12.589555,0.706796
11.564409,40.596516,,,,,,,,,12.590308,0.706796
11.565163,40.645035,,,,,,,,,12.591062,0.706796
11.565916,40.694489,,,,,,,,,12.591815,0.707237
11.566669,40.744522,,,,,,,,,12.592568,0.707678
11.567423,40.794827,,,,,,,,,12.593323,0.708119
11.568176,40.845379,,,,,,,,,12.594076,0.70856
11.56893,40.895493,,,,,,,,,12.59483,0.709001
11.569683,40.94614,,,,,,,,,12.595583,0.709442
11.570437,40.997253,,,,,,,,,12.596336,0.709883
11.571191,41.048317,,,,,,,,,12.59709,0.710324
11.571944,41.10017,,,,,,,,,12.597843,0.710765
11.572698,41.153076,,,,,,,,,12.598597,0.711206
11.573451,41.20612,,,,,,,,,12.59935,0.711206
11.574204,41.259029,,,,,,,,,12.600103,0.711206
11.574958,41.311958,,,,,,,,,12.600858,0.711206
11.575711,41.365177,,,,,,,,,12.601611,0.711206
11.576465,41.418732,,,,,,,,,12.602365,0.711206
11.577219,41.472897,,,,,,,,,12.603118,0.711206
11.577972,41.527679,,,,,,,,,12.603871,0.711206
11.578726,41.582649,,,,,,,,,12.604625,0.711206
11.579479,41.637402,,,,,,,,,12.605378,0.711206
11.580233,41.69186,,,,,,,,,12.606132,0.711206
11.580986,41.746811,,,,,,,,,12.606885,0.711206
11.581739,41.80265,,,,,,,,,12.607639,0.711206
11.582493,41.858063,,,,,,,,,12.608393,0.711206
11.583246,41.913055,,,,,,,,,12.609146,0.711206
11.584,41.96909,,,,,,,,,12.6099,0.711206
11.584754,42.025734,,,,,,,,,12.610653,0.711206
11.585507,42.082256,,,,,,,,,12.611406,0.711206
11.586261,42.138912,,,,,,,,,12.61216,0.711206
11.587014,42.195957,,,,,,,,,12.612913,0.711206
11.587768,42.253258,,,,,,,,,12.613667,0.711206
11.588521,42.31123,,,,,,,,,12.614421,0.711206
11.589274,42.368931,,,,,,,,,12.615174,0.711206
11.590028,42.427311,,,,,,,,,12.615928,0.711206
11.590781,42.486416,,,,,,,,,12.616681,0.711206
11.591536,42.546246,,,,,,,,,12.617435,0.711206
11.592289,42.606331,,,,,,,,,12.618188,0.711206
11.593042,42.66629,,,,,,,,,12.618941,0.711206
11.593796,42.726475,,,,,,,,,12.619695,0.711206
11.594549,42.786865,,,,,,,,,12.620448,0.711206
11.595303,42.847988,,,,,,,,,12.621202,0.711206
11.596056,42.909309,,,,,,,,,12.621956,0.711206
11.596809,42.971012,,,,,,,,,12.622709,0.711206
11.597563,43.032303,,,,,,,,,12.623463,0.711206
11.598317,43.094105,,,,,,,,,12.624216,0.711206
11.599071,43.155781,,,,,,,,,12.624969,0.711206
11.599824,43.216991,,,,,,,,,12.625723,0.711206
11.600577,43.279007,,,,,,,,,12.626476,0.711206
11.601331,43.34132,,,,,,,,,12.62723,0.711206
11.602084,43.403465,,,,,,,,,12.627983,0.711206
11.602838,43.46645,,,,,,,,,12.628737,0.711206
11.603591,43.529655,,,,,,,,,12.629491,0.711206
11.604344,43.592579,,,,,,,,,12.630244,0.711206
11.605098,43.655846,,,,,,,,,12.630998,0.711206
11.605852,43.718868,,,,,,,,,12.631751,0.711206
11.606606,43.782555,,,,,,,,,12.632504,0.711206
11.607359,43.846165,,,,,,,,,12.633258,0.711206
11.608112,43.910179,,,,,,,,,12.634011,0.711206
11.608866,43.975044,,,,,,,,,12.634765,0.711206
11.609619,44.0392,,,,,,,,,12.635518,0.711206
11.610373,44.103508,,,,,,,,,12.636272,0.711206
11.611126,44.168812,,,,,,,,,12.637026,0.711639
11.611879,44.233101,,,,,,,,,12.637779,0.712072
11.612634,44.293907,,,,,,,,,12.638533,0.712505
11.613387,44.352612,,,,,,,,,12.639286,0.712938
11.614141,44.413811,,,,,,,,,12.640039,0.713372
11.614894,44.479141,,,,,,,,,12.640793,0.713805
11.615647,44.545269,,,,,,,,,12.641546,0.714238
11.616401,44.611347,,,,,,,,,12.6423,0.714671
11.617154,44.678211,,,,,,,,,12.643054,0.715104
11.617908,44.746006,,,,,,,,,12.643807,0.715537
11.618661,44.813759,,,,,,,,,12.644561,0.715537
11.619415,44.88155,,,,,,,,,12.645314,0.715537
11.620169,44.950233,,,,,,,,,12.646068,0.715537
11.620922,45.019272,,,,,,,,,12.646821,0.715537
11.621675,45.088387,,,,,,,,,12.647574,0.715537
11.622429,45.157188,,,,,,,,,12.648328,0.715537
11.623182,45.226608,,,,,,,,,12.649081,0.715537
11.623936,45.296829,,,,,,,,,12.649836,0.715537
11.624689,45.3661,,,,,,,,,12.650589,0.715537
11.625443,45.436096,,,,,,,,,12.651342,0.715537
11.626196,45.506718,,,,,,,,,12.652096,0.715537
11.62695,45.57848,,,,,,,,,12.652849,0.715537
11.627704,45.649967,,,,,,,,,12.653603,0.715537
11.628457,45.720348,,,,,,,,,12.654356,0.715537
11.62921,45.791504,,,,,,,,,12.655109,0.715537
11.629964,45.863361,,,,,,,,,12.655863,0.715537
11.630717,45.935593,,,,,,,,,12.656616,0.715537
11.631471,46.008041,,,,,,,,,12.657371,0.715537
11.632224,46.080742,,,,,,,,,12.658124,0.715537
11.632977,46.153603,,,,,,,,,12.658877,0.715537
11.633732,46.227528,,,,,,,,,12.659631,0.715537
11.634485,46.30085,,,,,,,,,12.660384,0.715537
11.635239,46.374454,,,,,,,,,12.661138,0.715537
11.635992,46.44873,,,,,,,,,12.661891,0.715537
11.636745,46.523525,,,,,,,,,12.662644,0.715537
11.637499,46.598896,,,,,,,,,12.663398,0.715537
11.638252,46.674206,,,,,,,,,12.664152,0.715537
11.639006,46.750546,,,,,,,,,12.664906,0.715537
11.639759,46.828407,,,,,,,,,12.665659,0.715537
11.640513,46.904202,,,,,,,,,12.666412,0.715537
11.641267,46.981892,,,,,,,,,12.667166,0.715537
11.64202,47.059872,,,,,,,,,12.667919,0.715537
11.642774,47.138027,,,,,,,,,12.668673,0.715537
11.643527,47.215042,,,,,,,,,12.669426,0.715537
11.64428,47.293762,,,,,,,,,12.670179,0.715537
11.645034,47.372864,,,,,,,,,12.670934,0.715537
11.645787,47.451195,,,,,,,,,12.671687,0.715537
11.646541,47.53064,,,,,,,,,12.672441,0.715537
11.647294,47.609985,,,,,,,,,12.673194,0.715537
11.648048,47.690464,,,,,,,,,12.673947,0.715537
11.648802,47.769581,,,,,,,,,12.674701,0.715962
11.649555,47.849335,,,,,,,,,12.675454,0.716387
11.650309,47.929287,,,,,,,,,12.676208,0.716812
11.651062,48.011185,,,,,,,,,12.676961,0.717237
11.651815,48.092899,,,,,,,,,12.677714,0.717662
11.652569,48.174255,,,,,,,,,12.678469,0.718087
11.653322,48.256107,,,,,,,,,12.679222,0.718513
11.654076,48.338749,,,,,,,,,12.679976,0.718938
11.65483,48.420544,,,,,,,,,12.680729,0.719363
11.655583,48.504295,,,,,,,,,12.681482,0.719788
11.656337,48.586792,,,,,,,,,12.682236,0.719788
11.65709,48.669884,,,,,,,,,12.682989,0.719788
11.657844,48.754074,,,,,,,,,12.683743,0.719788
11.658597,48.838215,,,,,,,,,12.684496,0.719788
11.65935,48.922245,,,,,,,,,12.68525,0.719788
11.660104,49.006092,,,,,,,,,12.686004,0.719788
11.660857,49.09116,,,,,,,,,12.686757,0.719788
11.661611,49.175529,,,,,,,,,12.68751,0.719788
11.662365,49.261883,,,,,,,,,12.688264,0.719788
11.663118,49.346878,,,,,,,,,12.689017,0.719788
11.663872,49.432999,,,,,,,,,12.689771,0.719788
11.664625,49.51886,,,,,,,,,12.690524,0.719788
11.665379,49.603344,,,,,,,,,12.691278,0.719788
11.666132,49.682571,,,,,,,,,12.692032,0.719788
11.666885,49.75848,,,,,,,,,12.692785,0.719788
11.667639,49.840069,,,,,,,,,12.693539,0.719788
11.668392,49.926407,,,,,,,,,12.694292,0.719788
11.669147,50.014847,,,,,,,,,12.695045,0.719788
11.6699,50.103527,,,,,,,,,12.695799,0.719788
11.670653,50.191723,,,,,,,,,12.696552,0.719788
11.671407,50.280655,,,,,,,,,12.697306,0.719788
11.67216,50.369797,,,,,,,,,12.698059,0.719788
11.672914,50.459625,,,,,,,,,12.698812,0.719788
11.673667,50.549015,,,,,,,,,12.699567,0.719788
11.67442,50.638855,,,,,,,,,12.70032,0.719788
11.675174,50.73027,,,,,,,,,12.701074,0.719788
11.675928,50.821453,,,,,,,,,12.701827,0.719788
11.676682,50.91238,,,,,,,,,12.70258,0.719788
11.677435,51.003479,,,,,,,,,12.703334,0.719788
11.678188,51.094555,,,,,,,,,12.704087,0.719788
11.678942,51.186665,,,,,,,,,12.704841,0.719788
11.679695,51.278973,,,,,,,,,12.705594,0.719788
11.680449,51.371708,,,,,,,,,12.706348,0.719788
11.681202,51.465008,,,,,,,,,12.707102,0.719788
11.681955,51.559299,,,,,,,,,12.707855,0.719788
11.682709,51.652252,,,,,,,,,12.708609,0.719788
11.683463,51.746826,,,,,,,,,12.709362,0.719788
11.684216,51.840454,,,,,,,,,12.710115,0.719788
11.68497,51.934906,,,,,,,,,12.710869,0.719788
11.685723,52.028942,,,,,,,,,12.711622,0.719788
11.686477,52.123726,,,,,,,,,12.712376,0.719788
11.68723,52.219063,,,,,,,,,12.713129,0.719788
11.687984,52.315357,,,,,,,,,12.713883,0.719788
