Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,
UV 1_280,,Cond,,Conc B,,Injection,,Run Log,,Fraction,,"UV 1_280_CUT_TEMP@100,BASEM",
ml,mAU,ml,mS/cm,ml,%,ml,Injection,ml,Logbook,ml,Fraction,ml,mAU
0.143061,0.195006,1.311805,16.464596,10.664366,0,,,,,,,1.168744,-1.31179
0.143892,0.200804,1.313467,16.464514,10.672674,0,,,,,,,1.169574,-1.31179
0.144722,0.206039,1.315128,16.464514,10.680983,0,,,,,,,1.170405,-1.31179
0.145553,0.211313,1.316789,16.464441,10.689291,0,,,,,,,1.171236,-1.31179
0.146384,0.216922,1.318451,16.464382,10.697599,0,,,,,,,1.172066,-1.31179
0.147214,0.222462,1.320112,16.464392,10.705908,0,,,,,,,1.172897,-1.31179
0.148045,0.228559,1.321773,16.464344,10.714216,0,,,,,,,1.173728,-1.31179
0.148876,0.233785,1.323434,16.464331,10.722525,0,,,,,,,1.174558,-1.31179
0.149706,0.238806,1.325096,16.464376,10.730833,0,,,,,,,1.175389,-1.31179
0.150537,0.244239,1.326757,16.464376,10.739141,0,,,,,,,1.17622,-1.311789
0.151368,0.24914,1.328419,16.464319,10.74745,0,,,,,,,1.17705,-1.311789
0.152198,0.253658,1.33008,16.464291,10.755758,0,,,,,,,1.177881,-1.311789
0.153029,0.258938,1.331741,16.464329,10.764068,0,,,,,,,1.178712,-1.311789
0.15386,0.26369,1.333403,16.464323,10.772376,0,,,,,,,1.179542,-1.311789
0.15469,0.267681,1.335064,16.464329,10.780684,0,,,,,,,1.180373,-1.311789
0.155521,0.271827,1.336725,16.46435,10.788993,0,,,,,,,1.181204,-1.311789
0.156352,0.276717,1.338387,16.464365,10.797301,0,,,,,,,1.182034,-1.311789
0.157182,0.280955,1.340048,16.464365,10.80561,0,,,,,,,1.182865,-1.311789
0.158013,0.284633,1.341709,16.464342,10.813918,0,,,,,,,1.183696,-1.311789
0.158844,0.289098,1.343371,16.464317,10.822227,0,,,,,,,1.184526,-1.311789
0.159674,0.293595,1.345032,16.464315,10.830535,0,,,,,,,1.185357,-1.311789
0.160505,0.297723,1.346693,16.464333,10.838843,0,,,,,,,1.186188,-1.311789
0.161336,0.302682,1.348354,16.464281,10.847152,0,,,,,,,1.187018,-1.311789
0.162166,0.307956,1.350016,16.464157,10.85546,0,,,,,,,1.187849,-1.311789
0.162997,0.313033,1.351677,16.464096,10.86377,0,,,,,,,1.18868,-1.311789
0.163828,0.317711,1.353339,16.464037,10.872078,0,,,,,,,1.18951,-1.311789
0.164658,0.321847,1.355,16.464001,10.880386,0,,,,,,,1.190341,-1.311789
0.165489,0.326678,1.356661,16.464043,10.888695,0,,,,,,,1.191172,-1.311789
0.16632,0.33054,1.358323,16.464123,10.897003,0,,,,,,,1.192002,-1.311789
0.16715,0.335014,1.359984,16.464138,10.905312,0,,,,,,,1.192833,-1.311789
0.167981,0.338626,1.361645,16.464121,10.91362,0,,,,,,,1.193663,-1.311789
0.168812,0.34264,1.363306,16.464081,10.921928,0,,,,,,,1.194494,-1.311789
0.169642,0.346865,1.364968,16.464041,10.930237,0,,,,,,,1.195325,-1.311789
0.170473,0.351429,1.366629,16.464008,10.938545,0,,,,,,,1.196156,-1.311789
0.171304,0.354972,1.368291,16.463911,10.946854,0,,,,,,,1.196986,-1.311789
0.172134,0.358484,1.369952,16.463814,10.955163,0,,,,,,,1.197817,-1.311789
0.172965,0.361953,1.371613,16.463827,10.963471,0,,,,,,,1.198648,-1.311789
0.173796,0.365382,1.373274,16.463879,10.97178,0,,,,,,,1.199478,-1.311789
0.174626,0.368099,1.374936,16.463896,10.980088,0,,,,,,,1.200309,-1.311789
0.175457,0.371407,1.376597,16.463959,10.988397,0,,,,,,,1.20114,-1.311789
0.176288,0.373678,1.378258,16.46402,10.996705,0,,,,,,,1.20197,-1.311789
0.177118,0.376566,1.37992,16.464014,11.005013,0,,,,,,,1.202801,-1.311789
0.177949,0.379465,1.381581,16.463966,11.013322,0,,,,,,,1.203632,-1.311789
0.17878,0.381596,1.383242,16.464003,11.02163,0,,,,,,,1.204462,-1.311789
0.17961,0.383008,1.384904,16.464115,11.029939,0,,,,,,,1.205293,-1.311789
0.180441,0.384296,1.386565,16.464172,11.038247,0,,,,,,,1.206123,-1.311789
0.181272,0.385603,1.388226,16.464207,11.046556,0,,,,,,,1.206954,-1.311789
0.182102,0.385813,1.389888,16.46422,11.054865,0,,,,,,,1.207785,-1.311789
0.182933,0.385387,1.391549,16.464197,11.063173,0,,,,,,,1.208615,-1.311789
0.183764,0.385308,1.39321,16.464218,11.071482,0,,,,,,,1.209446,-1.311789
0.184594,0.385626,1.394872,16.464252,11.07979,0,,,,,,,1.210277,-1.311789
0.185425,0.385834,1.396533,16.464251,11.088099,0,,,,,,,1.211108,-1.311789
0.186256,0.38562,1.398194,16.464293,11.096407,0,,,,,,,1.211938,-1.311789
0.187086,0.385277,1.399856,16.4643,11.104715,0,,,,,,,1.212769,-1.311789
0.187917,0.384512,1.401517,16.464306,11.113024,0,,,,,,,1.2136,-1.311789
0.188748,0.383812,1.403178,16.464254,11.121332,0,,,,,,,1.21443,-1.311788
0.189578,0.382932,1.40484,16.464243,11.129641,0,,,,,,,1.215261,-1.311788
0.190409,0.382311,1.406501,16.464247,11.137949,0,,,,,,,1.216092,-1.311788
0.19124,0.381944,1.408162,16.464247,11.146257,0,,,,,,,1.216922,-1.311788
0.19207,0.381188,1.409824,16.464231,11.154567,0,,,,,,,1.217753,-1.311788
0.192901,0.380807,1.411485,16.464235,11.162875,0,,,,,,,1.218583,-1.311788
0.193732,0.380505,1.413146,16.46422,11.171184,0,,,,,,,1.219414,-1.311788
0.194562,0.379507,1.414808,16.464186,11.179492,0,,,,,,,1.220245,-1.311788
0.195393,0.378618,1.416469,16.464138,11.1878,0,,,,,,,1.221075,-1.311788
0.196224,0.37754,1.41813,16.464096,11.196109,0,,,,,,,1.221906,-1.311788
0.197054,0.376282,1.419792,16.464085,11.204417,0,,,,,,,1.222737,-1.311788
0.197885,0.374773,1.421453,16.464193,11.212726,0,,,,,,,1.223567,-1.311788
0.198716,0.373625,1.423114,16.46427,11.221034,0,,,,,,,1.224398,-1.311788
0.199546,0.372968,1.424775,16.464241,11.229342,0,,,,,,,1.225229,-1.311788
0.200377,0.371911,1.426437,16.464184,11.237651,0,,,,,,,1.22606,-1.311788
0.201208,0.370651,1.428098,16.464123,11.245959,0,,,,,,,1.22689,-1.311788
0.202038,0.369866,1.42976,16.464085,11.254269,0,,,,,,,1.227721,-1.311788
0.202869,0.368755,1.431421,16.46401,11.262577,0,,,,,,,1.228552,-1.311788
0.2037,0.367197,1.433082,16.463989,11.270885,0,,,,,,,1.229382,-1.311788
0.20453,0.365947,1.434744,16.464022,11.279194,0,,,,,,,1.230213,-1.311788
0.205361,0.364433,1.436405,16.463957,11.287502,0,,,,,,,1.231043,-1.311788
0.206192,0.362856,1.438066,16.463949,11.295811,0,,,,,,,1.231874,-1.311788
0.207022,0.361405,1.439727,16.463974,11.304119,0,,,,,,,1.232705,-1.311788
0.207853,0.359971,1.441389,16.463972,11.312428,0,,,,,,,1.233535,-1.311788
0.208683,0.358879,1.44305,16.463957,11.320736,0,,,,,,,1.234366,-1.311788
0.209514,0.358074,1.444712,16.46398,11.329044,0,,,,,,,1.235197,-1.311788
0.210345,0.357054,1.446373,16.46397,11.337353,0,,,,,,,1.236027,-1.311788
0.211176,0.356412,1.448034,16.46397,11.345662,0,,,,,,,1.236858,-1.311788
0.212006,0.355477,1.449695,16.463963,11.353971,0,,,,,,,1.237689,-1.311788
0.212837,0.354348,1.451357,16.464008,11.362279,0,,,,,,,1.238519,-1.311788
0.213668,0.353045,1.453018,16.464052,11.370587,0,,,,,,,1.23935,-1.311788
0.214498,0.352051,1.454679,16.464054,11.378896,0,,,,,,,1.240181,-1.311787
0.215329,0.350905,1.456341,16.464119,11.387204,0,,,,,,,1.241012,-1.311787
0.216159,0.3499,1.458002,16.464111,11.395513,0,,,,,,,1.241842,-1.311787
0.21699,0.34883,1.459664,16.464134,11.403821,0,,,,,,,1.242673,-1.311787
0.217821,0.348468,1.461325,16.464199,11.412129,0,,,,,,,1.243503,-1.311787
0.218652,0.347367,1.462986,16.464165,11.420438,0,,,,,,,1.244334,-1.311787
0.219482,0.345944,1.464647,16.464207,11.428746,0,,,,,,,1.245165,-1.311787
0.220313,0.344472,1.466309,16.46422,11.437055,0,,,,,,,1.245995,-1.311787
0.221143,0.343734,1.46797,16.464218,11.445364,0,,,,,,,1.246826,-1.311787
0.221974,0.343438,1.469631,16.46423,11.453672,0,,,,,,,1.247657,-1.311787
0.222805,0.342514,1.471293,16.46427,11.461981,0,,,,,,,1.248487,-1.311787
0.223635,0.341549,1.472954,16.464298,11.470289,0,,,,,,,1.249318,-1.311787
0.224466,0.340912,1.474615,16.464346,11.478598,0,,,,,,,1.250149,-1.311787
0.225297,0.340272,1.476277,16.464445,11.486906,0,,,,,,,1.250979,-1.311787
0.226128,0.339226,1.477938,16.46452,11.495214,0,,,,,,,1.25181,-1.311787
0.226958,0.337679,1.479599,16.464502,11.503523,0,,,,,,,1.252641,-1.311787
0.227789,0.336732,1.481261,16.464502,11.511831,0,,,,,,,1.253471,-1.311787
0.228619,0.335749,1.482922,16.464485,11.52014,0,,,,,,,1.254302,-1.311787
0.22945,0.335076,1.484583,16.464447,11.528448,0,,,,,,,1.255133,-1.311787
0.230281,0.334588,1.486245,16.464537,11.536757,0,,,,,,,1.255963,-1.311787
0.231111,0.334091,1.487906,16.464588,11.545066,0,,,,,,,1.256794,-1.311787
0.231942,0.333828,1.489567,16.464674,11.553374,0,,,,,,,1.257625,-1.311787
0.232773,0.3332,1.491229,16.46483,11.561683,0,,,,,,,1.258455,-1.311787
0.233603,0.332768,1.49289,16.464884,11.569991,0,,,,,,,1.259286,-1.311787
0.234434,0.332502,1.494551,16.464903,11.5783,0,,,,,,,1.260117,-1.311787
0.235265,0.331914,1.496213,16.464977,11.586608,0,,,,,,,1.260947,-1.311787
0.236095,0.331446,1.497874,16.465033,11.594916,0,,,,,,,1.261778,-1.311787
0.236926,0.33087,1.499535,16.464998,11.603225,0,,,,,,,1.262609,-1.311787
0.237757,0.330394,1.501197,16.465002,11.611533,0,,,,,,,1.263439,-1.311787
0.238587,0.329649,1.502858,16.46509,11.619842,0,,,,,,,1.26427,-1.311787
0.239418,0.32895,1.504519,16.465078,11.62815,0,,,,,,,1.265101,-1.311787
0.240249,0.328313,1.506181,16.46516,11.636458,0,,,,,,,1.265931,-1.311787
0.241079,0.327594,1.507842,16.465223,11.644768,0,,,,,,,1.266762,-1.311787
0.24191,0.326997,1.509503,16.465227,11.653076,0,,,,,,,1.267593,-1.311787
0.242741,0.326578,1.511165,16.465178,11.661385,0,,,,,,,1.268423,-1.311787
0.243571,0.32618,1.512826,16.465212,11.669693,0,,,,,,,1.269254,-1.311787
0.244402,0.325506,1.514487,16.465235,11.678001,0,,,,,,,1.270085,-1.311787
0.245233,0.324709,1.516149,16.465345,11.68631,0,,,,,,,1.270915,-1.311787
0.246063,0.324005,1.51781,16.465349,11.694618,0,,,,,,,1.271746,-1.311787
0.246894,0.323518,1.519471,16.465284,11.702927,0,,,,,,,1.272577,-1.311787
0.247725,0.323402,1.521133,16.465326,11.711235,0,,,,,,,1.273407,-1.311787
0.248555,0.322642,1.522794,16.465269,11.719543,0,,,,,,,1.274238,-1.311787
0.249386,0.32226,1.524455,16.46526,11.727852,0,,,,,,,1.275069,-1.311787
0.250217,0.321811,1.526116,16.465345,11.73616,0,,,,,,,1.275899,-1.311787
0.251047,0.321007,1.527778,16.465324,11.74447,0,,,,,,,1.27673,-1.311787
0.251878,0.321081,1.529439,16.465204,11.752778,0,,,,,,,1.277561,-1.311786
0.252709,0.320844,1.531101,16.465166,11.761086,0,,,,,,,1.278391,-1.311786
0.253539,0.320074,1.532762,16.465223,11.769395,0,,,,,,,1.279222,-1.311786
0.25437,0.319302,1.534423,16.465263,11.777703,0,,,,,,,1.280053,-1.311786
0.255201,0.318368,1.536085,16.465122,11.786012,0,,,,,,,1.280883,-1.311786
0.256031,0.317817,1.537746,16.465147,11.79432,0,,,,,,,1.281714,-1.311786
0.256862,0.317128,1.539407,16.46504,11.802629,0,,,,,,,1.282544,-1.311786
0.257693,0.3168,1.541068,16.465094,11.810937,0,,,,,,,1.283375,-1.311786
0.258523,0.316411,1.54273,16.465033,11.819245,0,,,,,,,1.284206,-1.311786
0.259354,0.315791,1.544391,16.46501,11.827554,0,,,,,,,1.285037,-1.311786
0.260185,0.315533,1.546053,16.464979,11.835863,0,,,,,,,1.285867,-1.311786
0.261015,0.315478,1.547714,16.464962,11.844172,0,,,,,,,1.286698,-1.311786
0.261846,0.315672,1.549375,16.465063,11.85248,0,,,,,,,1.287529,-1.311786
0.262677,0.315999,1.551036,16.465075,11.860788,0,,,,,,,1.288359,-1.311786
0.263507,0.315373,1.552698,16.465145,11.869097,0,,,,,,,1.28919,-1.311786
0.264338,0.315244,1.554359,16.465115,11.877405,0,,,,,,,1.290021,-1.311786
0.265169,0.315399,1.55602,16.465137,11.885714,0,,,,,,,1.290851,-1.311786
0.265999,0.315377,1.557682,16.465052,11.894022,0,,,,,,,1.291682,-1.311786
0.26683,0.315451,1.559343,16.464996,11.90233,0,,,,,,,1.292513,-1.311786
0.267661,0.315788,1.561005,16.464905,11.910639,0,,,,,,,1.293343,-1.311786
0.268491,0.316321,1.562666,16.464857,11.918947,0,,,,,,,1.294174,-1.311786
0.269322,0.31629,1.564327,16.464884,11.927256,0,,,,,,,1.295004,-1.311786
0.270153,0.31607,1.565988,16.464983,11.935565,0,,,,,,,1.295835,-1.311786
0.270983,0.316412,1.56765,16.464996,11.943873,0,,,,,,,1.296666,-1.311786
0.271814,0.315987,1.569311,16.465033,11.952182,0,,,,,,,1.297496,-1.311786
0.272645,0.315672,1.570972,16.465031,11.96049,0,,,,,,,1.298327,-1.311786
0.273475,0.315397,1.572634,16.465075,11.968799,0,,,,,,,1.299158,-1.311786
0.274306,0.315293,1.574295,16.465145,11.977107,0,,,,,,,1.299989,-1.311786
0.275137,0.31536,1.575956,16.465057,11.985415,0,,,,,,,1.300819,-1.311786
0.275967,0.314908,1.577618,16.465063,11.993724,0,,,,,,,1.30165,-1.311786
0.276798,0.31482,1.579279,16.465078,12.002032,0,,,,,,,1.302481,-1.311785
0.277629,0.315006,1.58094,16.465019,12.010341,0,,,,,,,1.303311,-1.311785
0.278459,0.314847,1.582602,16.465008,12.018649,0,,,,,,,1.304142,-1.311785
0.27929,0.314767,1.584263,16.46509,12.026958,0,,,,,,,1.304973,-1.311785
0.280121,0.315363,1.585924,16.465075,12.035267,0,,,,,,,1.305803,-1.311785
0.280951,0.316059,1.587586,16.465086,12.043575,0,,,,,,,1.306634,-1.311785
0.281782,0.316315,1.589247,16.465176,12.051884,0,,,,,,,1.307464,-1.311785
0.282613,0.316551,1.590908,16.465151,12.060192,0,,,,,,,1.308295,-1.311785
0.283443,0.317101,1.59257,16.465172,12.068501,0,,,,,,,1.309126,-1.311785
0.284274,0.317322,1.594231,16.465227,12.076809,0,,,,,,,1.309956,-1.311785
0.285105,0.317263,1.595892,16.465248,12.085117,0,,,,,,,1.310787,-1.311785
0.285935,0.317194,1.597554,16.465206,12.093426,0,,,,,,,1.311618,-1.311785
0.286766,0.31715,1.599215,16.465113,12.101734,0,,,,,,,1.312448,-1.311785
0.287597,0.317165,1.600876,16.465023,12.110043,0,,,,,,,1.313279,-1.311785
0.288427,0.31701,1.602538,16.464977,12.118351,0,,,,,,,1.31411,-1.311785
0.289258,0.317132,1.604199,16.465027,12.126659,0,,,,,,,1.314941,-1.311785
0.290089,0.317713,1.60586,16.465052,12.134969,0,,,,,,,1.315771,-1.311785
0.290919,0.318201,1.607522,16.464981,12.143277,0,,,,,,,1.316602,-1.311785
0.29175,0.318758,1.609183,16.464993,12.151586,0,,,,,,,1.317433,-1.311785
0.292581,0.319418,1.610844,16.465023,12.159894,0,,,,,,,1.318263,-1.311785
0.293411,0.319526,1.612506,16.464973,12.168202,0,,,,,,,1.319094,-1.311785
0.294242,0.319535,1.614167,16.464863,12.176511,0,,,,,,,1.319924,-1.311785
0.295073,0.319718,1.615828,16.464783,12.184819,0,,,,,,,1.320755,-1.311785
0.295903,0.320243,1.617489,16.464844,12.193128,0,,,,,,,1.321586,-1.311785
0.296734,0.320824,1.619151,16.464842,12.201436,0,,,,,,,1.322416,-1.311785
0.297565,0.320864,1.620812,16.464893,12.209744,0,,,,,,,1.323247,-1.311785
0.298395,0.321587,1.622474,16.464937,12.218053,0,,,,,,,1.324078,-1.311785
0.299226,0.321664,1.624135,16.464857,12.226362,0,,,,,,,1.324908,-1.311785
0.300057,0.321787,1.625796,16.464823,12.234671,0,,,,,,,1.325739,-1.311785
0.300887,0.321651,1.627457,16.464836,12.242979,0,,,,,,,1.32657,-1.311785
0.301718,0.321073,1.629119,16.46476,12.251287,0,,,,,,,1.3274,-1.311785
0.302549,0.321405,1.63078,16.464653,12.259596,0,,,,,,,1.328231,-1.311785
0.303379,0.32131,1.632441,16.464586,12.267904,0,,,,,,,1.329062,-1.311785
0.30421,0.320723,1.634103,16.464548,12.276213,0,,,,,,,1.329893,-1.311785
0.30504,0.320944,1.635764,16.464478,12.284521,0,,,,,,,1.330723,-1.311785
0.305871,0.320499,1.637426,16.4645,12.29283,0,,,,,,,1.331554,-1.311785
0.306702,0.319771,1.639087,16.464479,12.301138,0,,,,,,,1.332384,-1.311785
0.307533,0.319699,1.640748,16.464485,12.309446,0,,,,,,,1.333215,-1.311785
0.308363,0.320157,1.642409,16.464485,12.317755,0,,,,,,,1.334046,-1.311785
0.309194,0.319958,1.644071,16.46446,12.326064,0,,,,,,,1.334876,-1.311785
0.310024,0.320084,1.645732,16.464432,12.334373,0,,,,,,,1.335707,-1.311784
0.310855,0.320258,1.647393,16.464449,12.342681,0,,,,,,,1.336538,-1.311784
0.311686,0.32106,1.649055,16.464443,12.350989,0,,,,,,,1.337368,-1.311784
0.312516,0.320731,1.650716,16.464418,12.359298,0,,,,,,,1.338199,-1.311784
0.313347,0.321472,1.652377,16.46442,12.367606,0,,,,,,,1.33903,-1.311784
0.314178,0.322045,1.654039,16.464464,12.375915,0,,,,,,,1.33986,-1.311784
0.315009,0.321356,1.6557,16.46446,12.384223,0,,,,,,,1.340691,-1.311784
0.315839,0.320888,1.657361,16.46446,12.392531,0,,,,,,,1.341522,-1.311784
0.31667,0.321073,1.659023,16.464521,12.40084,0,,,,,,,1.342352,-1.311784
0.3175,0.32132,1.660684,16.464537,12.409148,0,,,,,,,1.343183,-1.311784
0.318331,0.321877,1.662345,16.464577,12.417457,0,,,,,,,1.344014,-1.311784
0.319162,0.322298,1.664007,16.464638,12.425766,0,,,,,,,1.344844,-1.311784
0.319992,0.322828,1.665668,16.464655,12.434074,0,,,,,,,1.345675,-1.311784
0.320823,0.322858,1.667329,16.464594,12.442383,0,,,,,,,1.346506,-1.311784
0.321654,0.322425,1.668991,16.464611,12.450691,0,,,,,,,1.347336,-1.311784
0.322484,0.321622,1.670652,16.464613,12.459,0,,,,,,,1.348167,-1.311784
0.323315,0.32126,1.672313,16.464668,12.467308,0,,,,,,,1.348998,-1.311784
0.324146,0.321014,1.673975,16.464735,12.475616,0,,,,,,,1.349828,-1.311784
0.324976,0.321088,1.675636,16.464849,12.483925,0,,,,,,,1.350659,-1.311784
0.325807,0.320995,1.677297,16.464886,12.492233,0,,,,,,,1.35149,-1.311784
0.326638,0.321034,1.678959,16.464855,12.500542,0,,,,,,,1.35232,-1.311784
0.327468,0.321232,1.68062,16.464876,12.50885,0,,,,,,,1.353151,-1.311784
0.328299,0.322052,1.682281,16.464882,12.517159,0,,,,,,,1.353982,-1.311784
0.32913,0.322375,1.683943,16.464956,12.525468,0,,,,,,,1.354812,-1.311784
0.32996,0.322595,1.685604,16.464994,12.533776,0,,,,,,,1.355643,-1.311784
0.330791,0.322639,1.687265,16.464996,12.542085,0,,,,,,,1.356474,-1.311783
0.331622,0.322599,1.688927,16.464981,12.550393,0,,,,,,,1.357304,-1.311783
0.332452,0.322271,1.690588,16.465002,12.558702,0,,,,,,,1.358135,-1.311783
0.333283,0.321648,1.692249,16.465038,12.56701,0,,,,,,,1.358966,-1.311783
0.334114,0.321262,1.693911,16.465057,12.575318,0,,,,,,,1.359796,-1.311783
0.334944,0.321084,1.695572,16.46509,12.583627,0,,,,,,,1.360627,-1.311783
0.335775,0.320958,1.697233,16.465195,12.591935,0,,,,,,,1.361458,-1.311783
0.336606,0.320756,1.698895,16.465263,12.600244,0,,,,,,,1.362288,-1.311783
0.337436,0.320574,1.700556,16.465275,12.608552,0,,,,,,,1.363119,-1.311783
0.338267,0.320905,1.702217,16.465324,12.616861,0,,,,,,,1.36395,-1.311783
0.339098,0.321345,1.703879,16.465342,12.62517,0,,,,,,,1.36478,-1.311783
0.339928,0.320918,1.70554,16.465416,12.633478,0,,,,,,,1.365611,-1.311783
0.340759,0.321085,1.707201,16.465412,12.641787,0,,,,,,,1.366442,-1.311783
0.34159,0.321608,1.708863,16.465366,12.650095,0,,,,,,,1.367272,-1.311783
0.34242,0.322004,1.710524,16.465372,12.658403,0,,,,,,,1.368103,-1.311783
0.343251,0.322459,1.712185,16.465326,12.666712,0,,,,,,,1.368934,-1.311783
0.344082,0.322746,1.713847,16.465239,12.67502,0,,,,,,,1.369764,-1.311783
0.344912,0.32269,1.715508,16.465162,12.683329,0,,,,,,,1.370595,-1.311783
0.345743,0.322353,1.717169,16.465113,12.691637,0,,,,,,,1.371426,-1.311783
0.346574,0.322526,1.71883,16.46508,12.699945,0,,,,,,,1.372256,-1.311783
0.347404,0.322858,1.720492,16.465038,12.708254,0,,,,,,,1.373087,-1.311783
0.348235,0.322667,1.722153,16.465029,12.716563,0,,,,,,,1.373918,-1.311783
0.349066,0.323243,1.723815,16.464998,12.724872,0,,,,,,,1.374748,-1.311783
0.349896,0.322961,1.725476,16.464993,12.73318,0,,,,,,,1.375579,-1.311783
0.350727,0.323053,1.727137,16.464985,12.741488,0,,,,,,,1.37641,-1.311783
0.351558,0.323479,1.728799,16.464945,12.749797,0,,,,,,,1.37724,-1.311783
0.352388,0.323486,1.73046,16.464909,12.758105,0,,,,,,,1.378071,-1.311783
0.353219,0.323574,1.732121,16.464819,12.766414,0,,,,,,,1.378902,-1.311783
0.35405,0.324319,1.733782,16.464783,12.774722,0,,,,,,,1.379732,-1.311783
0.35488,0.323972,1.735444,16.464731,12.783031,0,,,,,,,1.380563,-1.311783
0.355711,0.323702,1.737105,16.464664,12.791339,0,,,,,,,1.381394,-1.311783
0.356542,0.324689,1.738767,16.464628,12.799647,0,,,,,,,1.382224,-1.311783
0.357372,0.325882,1.740428,16.464628,12.807956,0,,,,,,,1.383055,-1.311783
0.358203,0.325739,1.742089,16.464661,12.816265,0,,,,,,,1.383886,-1.311782
0.359034,0.325785,1.74375,16.46471,12.824574,0,,,,,,,1.384716,-1.311782
0.359864,0.325426,1.745412,16.464701,12.832882,0,,,,,,,1.385547,-1.311782
0.360695,0.325411,1.747073,16.464647,12.84119,0,,,,,,,1.386377,-1.311782
0.361526,0.325255,1.748734,16.464617,12.849499,0,,,,,,,1.387208,-1.311782
0.362356,0.326386,1.750396,16.464628,12.857807,0,,,,,,,1.388039,-1.311782
0.363187,0.327077,1.752057,16.464661,12.866116,0,,,,,,,1.38887,-1.311782
0.364018,0.328077,1.753718,16.464703,12.874424,0,,,,,,,1.3897,-1.311782
0.364848,0.328781,1.75538,16.464653,12.882732,0,,,,,,,1.390531,-1.311782
0.365679,0.328751,1.757041,16.464626,12.891041,0,,,,,,,1.391362,-1.311782
0.36651,0.327994,1.758702,16.464613,12.899349,0,,,,,,,1.392192,-1.311782
0.36734,0.32777,1.760364,16.464584,12.907658,0,,,,,,,1.393023,-1.311782
0.368171,0.328137,1.762025,16.464636,12.915967,0,,,,,,,1.393854,-1.311782
0.369002,0.328636,1.763686,16.464632,12.924275,0,,,,,,,1.394684,-1.311782
0.369832,0.328487,1.765348,16.46456,12.932584,0,,,,,,,1.395515,-1.311782
0.370663,0.328415,1.767009,16.464537,12.940892,0,,,,,,,1.396345,-1.311782
0.371494,0.328827,1.76867,16.464476,12.949201,0,,,,,,,1.397176,-1.311782
0.372324,0.329244,1.770332,16.464436,12.957509,0,,,,,,,1.398007,-1.311782
0.373155,0.329971,1.771993,16.464436,12.965817,0,,,,,,,1.398837,-1.311782
0.373986,0.330046,1.773654,16.464468,12.974126,0,,,,,,,1.399668,-1.311782
0.374816,0.331047,1.775316,16.464579,12.982434,0,,,,,,,1.400499,-1.311782
0.375647,0.331289,1.776977,16.464657,12.990743,0,,,,,,,1.401329,-1.311782
0.376478,0.331803,1.778638,16.464588,12.999051,0,,,,,,,1.40216,-1.311782
0.377308,0.331789,1.7803,16.46454,13.00736,0,,,,,,,1.402991,-1.311782
0.378139,0.332431,1.781961,16.4645,13.015669,0,,,,,,,1.403822,-1.311782
0.37897,0.333,1.783622,16.464369,13.023977,0,,,,,,,1.404652,-1.311782
0.3798,0.332565,1.785284,16.464251,13.032286,0,,,,,,,1.405483,-1.311781
0.380631,0.332274,1.786945,16.464207,13.040594,0,,,,,,,1.406314,-1.311781
0.381462,0.333526,1.788606,16.464237,13.048903,0,,,,,,,1.407144,-1.311781
0.382292,0.334614,1.790268,16.464256,13.057211,0,,,,,,,1.407975,-1.311781
0.383123,0.334389,1.791929,16.464226,13.065519,0,,,,,,,1.408805,-1.311781
0.383954,0.334168,1.79359,16.464212,13.073828,0,,,,,,,1.409636,-1.311781
0.384784,0.334562,1.795252,16.464214,13.082136,0,,,,,,,1.410467,-1.311781
0.385615,0.33522,1.796913,16.46418,13.090445,0,,,,,,,1.411297,-1.311781
0.386446,0.334701,1.798574,16.464151,13.098753,0,,,,,,,1.412128,-1.311781
0.387276,0.335235,1.800236,16.464142,13.107062,0,,,,,,,1.412959,-1.311781
0.388107,0.335077,1.801897,16.46414,13.115371,0,,,,,,,1.413789,-1.311781
0.388938,0.335485,1.803558,16.464182,13.123679,0,,,,,,,1.41462,-1.311781
0.389768,0.336627,1.80522,16.464296,13.131988,0,,,,,,,1.415451,-1.311781
0.390599,0.336708,1.806881,16.464453,13.140296,0,,,,,,,1.416281,-1.311781
0.39143,0.336912,1.808542,16.464535,13.148604,0,,,,,,,1.417112,-1.311781
0.39226,0.337118,1.810204,16.464548,13.156913,0,,,,,,,1.417943,-1.311781
0.393091,0.336933,1.811865,16.464556,13.165221,0,,,,,,,1.418774,-1.311781
0.393921,0.337137,1.813526,16.464577,13.17353,0,,,,,,,1.419604,-1.311781
0.394752,0.336953,1.815188,16.464581,13.181838,0,,,,,,,1.420435,-1.311781
0.395583,0.336905,1.816849,16.464544,13.190146,0,,,,,,,1.421265,-1.311781
0.396414,0.337135,1.81851,16.464497,13.198455,0,,,,,,,1.422096,-1.311781
0.397244,0.337617,1.820171,16.46447,13.206764,0,,,,,,,1.422927,-1.311781
0.398075,0.337717,1.821833,16.464504,13.215073,0,,,,,,,1.423757,-1.311781
0.398906,0.337586,1.823494,16.464479,13.223381,0,,,,,,,1.424588,-1.311781
0.399736,0.338237,1.825156,16.464392,13.231689,0,,,,,,,1.425419,-1.311781
0.400567,0.33825,1.826817,16.46435,13.239998,0,,,,,,,1.426249,-1.311781
0.401397,0.338253,1.828478,16.464319,13.248306,0,,,,,,,1.42708,-1.311781
0.402228,0.338271,1.83014,16.464314,13.256615,0,,,,,,,1.427911,-1.311781
0.403059,0.338214,1.831801,16.464315,13.264923,0,,,,,,,1.428741,-1.311781
