Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,
UV 1_280,,Cond,,Conc B,,Injection,,Run Log,,Fraction,,"UV 1_280_CUT_TEMP@100,BASEM",
ml,mAU,ml,mS/cm,ml,%,ml,Injection,ml,Logbook,ml,Fraction,ml,mAU
5.044807,-1.161815,11.115299,16.470325,,,,,,,,,6.07049,-1.270735
5.045638,-1.161177,11.116961,16.470356,,,,,,,,,6.071321,-1.27069
5.046468,-1.161524,11.118622,16.470339,,,,,,,,,6.072151,-1.270644
5.047299,-1.161737,11.120283,16.470388,,,,,,,,,6.072982,-1.270599
5.04813,-1.16211,11.121944,16.470371,,,,,,,,,6.073812,-1.270553
5.048961,-1.162955,11.123606,16.470362,,,,,,,,,6.074643,-1.270507
5.049791,-1.163151,11.125267,16.470341,,,,,,,,,6.075474,-1.270462
5.050622,-1.162988,11.126928,16.470314,,,,,,,,,6.076304,-1.270416
5.051453,-1.163198,11.12859,16.470285,,,,,,,,,6.077135,-1.270371
5.052283,-1.163653,11.130251,16.470308,,,,,,,,,6.077966,-1.270325
5.053114,-1.164159,11.131912,16.470303,,,,,,,,,6.078796,-1.27028
5.053945,-1.164688,11.133574,16.470188,,,,,,,,,6.079627,-1.270234
5.054775,-1.165222,11.135235,16.470154,,,,,,,,,6.080458,-1.270189
5.055606,-1.165748,11.136896,16.47016,,,,,,,,,6.081288,-1.270143
5.056437,-1.165862,11.138557,16.470133,,,,,,,,,6.082119,-1.270098
5.057267,-1.165778,11.140219,16.470106,,,,,,,,,6.08295,-1.270052
5.058098,-1.165835,11.141881,16.470074,,,,,,,,,6.08378,-1.270007
5.058928,-1.166263,11.143542,16.470045,,,,,,,,,6.084611,-1.269961
5.059759,-1.166959,11.145204,16.470043,,,,,,,,,6.085442,-1.269916
5.06059,-1.167438,11.146865,16.470078,,,,,,,,,6.086272,-1.26987
5.06142,-1.167925,11.148526,16.470068,,,,,,,,,6.087103,-1.269825
5.062251,-1.168155,11.150187,16.470003,,,,,,,,,6.087934,-1.269779
5.063082,-1.168146,11.151849,16.469994,,,,,,,,,6.088764,-1.269734
5.063912,-1.168222,11.15351,16.469948,,,,,,,,,6.089595,-1.269734
5.064743,-1.168322,11.155171,16.469915,,,,,,,,,6.090425,-1.269734
5.065574,-1.168873,11.156833,16.469936,,,,,,,,,6.091256,-1.269734
5.066404,-1.16946,11.158494,16.469927,,,,,,,,,6.092087,-1.269734
5.067235,-1.169791,11.160155,16.469883,,,,,,,,,6.092917,-1.269734
5.068066,-1.170271,11.161817,16.469812,,,,,,,,,6.093748,-1.269734
5.068896,-1.170683,11.163478,16.469759,,,,,,,,,6.094579,-1.269734
5.069727,-1.17109,11.165139,16.469822,,,,,,,,,6.095409,-1.269734
5.070558,-1.171552,11.1668,16.469891,,,,,,,,,6.096241,-1.269734
5.071388,-1.172138,11.168462,16.469835,,,,,,,,,6.097071,-1.269734
5.072219,-1.172654,11.170123,16.469755,,,,,,,,,6.097902,-1.269642
5.07305,-1.172913,11.171784,16.469778,,,,,,,,,6.098732,-1.269551
5.07388,-1.173316,11.173446,16.469839,,,,,,,,,6.099563,-1.26946
5.074711,-1.173814,11.175107,16.469854,,,,,,,,,6.100394,-1.269368
5.075541,-1.173995,11.176768,16.469902,,,,,,,,,6.101224,-1.269277
5.076372,-1.174238,11.17843,16.469887,,,,,,,,,6.102055,-1.269186
5.077203,-1.174298,11.180091,16.46986,,,,,,,,,6.102886,-1.269095
5.078034,-1.173935,11.181752,16.469831,,,,,,,,,6.103716,-1.269003
5.078865,-1.173803,11.183414,16.46981,,,,,,,,,6.104547,-1.268912
5.079695,-1.174158,11.185075,16.46983,,,,,,,,,6.105378,-1.268821
5.080526,-1.174107,11.186736,16.469793,,,,,,,,,6.106208,-1.268821
5.081357,-1.173842,11.188397,16.469738,,,,,,,,,6.107039,-1.268821
5.082187,-1.173619,11.190059,16.469753,,,,,,,,,6.10787,-1.268821
5.083018,-1.173051,11.19172,16.469744,,,,,,,,,6.1087,-1.268821
5.083848,-1.172883,11.193381,16.469742,,,,,,,,,6.109531,-1.268821
5.084679,-1.173116,11.195043,16.469786,,,,,,,,,6.110362,-1.268821
5.08551,-1.173199,11.196704,16.469776,,,,,,,,,6.111192,-1.268821
5.08634,-1.173269,11.198365,16.469765,,,,,,,,,6.112023,-1.268821
5.087171,-1.173947,11.200027,16.469746,,,,,,,,,6.112854,-1.268821
5.088002,-1.174148,11.201689,16.469732,,,,,,,,,6.113684,-1.268821
5.088832,-1.173757,11.20335,16.469736,,,,,,,,,6.114515,-1.268821
5.089663,-1.17346,11.205011,16.469692,,,,,,,,,6.115345,-1.268821
5.090494,-1.172927,11.206673,16.469742,,,,,,,,,6.116176,-1.268821
5.091324,-1.172651,11.208334,16.46983,,,,,,,,,6.117007,-1.268821
5.092155,-1.172713,11.209995,16.469881,,,,,,,,,6.117837,-1.268821
5.092986,-1.172503,11.211657,16.46995,,,,,,,,,6.118668,-1.268821
5.093816,-1.172204,11.213318,16.469973,,,,,,,,,6.119499,-1.268821
5.094647,-1.171935,11.214979,16.469984,,,,,,,,,6.120329,-1.268821
5.095478,-1.171833,11.21664,16.470032,,,,,,,,,6.12116,-1.268821
5.096308,-1.171779,11.218302,16.47007,,,,,,,,,6.121991,-1.268821
5.097139,-1.171707,11.219963,16.470066,,,,,,,,,6.122821,-1.268729
5.09797,-1.172101,11.221624,16.470064,,,,,,,,,6.123652,-1.268638
5.0988,-1.172357,11.223286,16.470055,,,,,,,,,6.124483,-1.268547
5.099631,-1.172315,11.224947,16.470039,,,,,,,,,6.125313,-1.268456
5.100461,-1.171974,11.226608,16.470026,,,,,,,,,6.126144,-1.268365
5.101292,-1.171309,11.22827,16.470016,,,,,,,,,6.126975,-1.268274
5.102123,-1.170847,11.229931,16.469969,,,,,,,,,6.127806,-1.268182
5.102953,-1.170569,11.231592,16.469919,,,,,,,,,6.128636,-1.268091
5.103784,-1.170314,11.233253,16.469887,,,,,,,,,6.129467,-1.268
5.104615,-1.170084,11.234915,16.469893,,,,,,,,,6.130298,-1.267909
5.105445,-1.169659,11.236576,16.469877,,,,,,,,,6.131128,-1.267909
5.106276,-1.168971,11.238237,16.469873,,,,,,,,,6.131959,-1.267909
5.107107,-1.168848,11.239899,16.469952,,,,,,,,,6.13279,-1.267909
5.107938,-1.168944,11.24156,16.469995,,,,,,,,,6.13362,-1.267909
5.108768,-1.169074,11.243221,16.469929,,,,,,,,,6.134451,-1.267909
5.109599,-1.169217,11.244883,16.469852,,,,,,,,,6.135282,-1.267909
5.11043,-1.168995,11.246544,16.469828,,,,,,,,,6.136112,-1.267909
5.11126,-1.168792,11.248205,16.469784,,,,,,,,,6.136943,-1.267909
5.112091,-1.168472,11.249866,16.469734,,,,,,,,,6.137774,-1.267909
5.112922,-1.168161,11.251528,16.469696,,,,,,,,,6.138604,-1.267909
5.113752,-1.167753,11.253189,16.46966,,,,,,,,,6.139435,-1.267818
5.114583,-1.167678,11.25485,16.46966,,,,,,,,,6.140265,-1.267727
5.115414,-1.167502,11.256512,16.469698,,,,,,,,,6.141096,-1.267636
5.116244,-1.167269,11.258173,16.469687,,,,,,,,,6.141927,-1.267545
5.117075,-1.167246,11.259835,16.46969,,,,,,,,,6.142757,-1.267454
5.117906,-1.167144,11.261497,16.469711,,,,,,,,,6.143588,-1.267363
5.118736,-1.167195,11.263158,16.469692,,,,,,,,,6.144419,-1.267272
5.119567,-1.167049,11.264819,16.469707,,,,,,,,,6.145249,-1.267181
5.120398,-1.166862,11.26648,16.469713,,,,,,,,,6.14608,-1.26709
5.121228,-1.166784,11.268142,16.469667,,,,,,,,,6.146911,-1.266999
5.122059,-1.167128,11.269803,16.469606,,,,,,,,,6.147741,-1.266999
5.12289,-1.167108,11.271464,16.469622,,,,,,,,,6.148572,-1.266999
5.12372,-1.167432,11.273126,16.469597,,,,,,,,,6.149403,-1.266999
5.124551,-1.167895,11.274787,16.469595,,,,,,,,,6.150233,-1.266999
5.125381,-1.168141,11.276448,16.469589,,,,,,,,,6.151064,-1.266999
5.126212,-1.167838,11.27811,16.469616,,,,,,,,,6.151895,-1.266999
5.127043,-1.167765,11.279771,16.469654,,,,,,,,,6.152725,-1.266999
5.127873,-1.167814,11.281432,16.469688,,,,,,,,,6.153556,-1.266999
5.128704,-1.167973,11.283093,16.469772,,,,,,,,,6.154387,-1.266999
5.129535,-1.16797,11.284755,16.469877,,,,,,,,,6.155217,-1.266999
5.130365,-1.168226,11.286416,16.469906,,,,,,,,,6.156048,-1.266999
5.131196,-1.167965,11.288077,16.469893,,,,,,,,,6.156879,-1.266999
5.132027,-1.168114,11.289739,16.469873,,,,,,,,,6.15771,-1.266999
5.132857,-1.168106,11.2914,16.46982,,,,,,,,,6.15854,-1.266999
5.133688,-1.16799,11.293061,16.469793,,,,,,,,,6.159371,-1.266999
5.134519,-1.168,11.294723,16.469774,,,,,,,,,6.160202,-1.266999
5.135349,-1.168096,11.296384,16.469767,,,,,,,,,6.161032,-1.266999
5.13618,-1.168,11.298045,16.469706,,,,,,,,,6.161863,-1.266999
5.137011,-1.168527,11.299706,16.469624,,,,,,,,,6.162694,-1.266999
5.137842,-1.168764,11.301368,16.469555,,,,,,,,,6.163524,-1.266999
5.138672,-1.168979,11.303029,16.469524,,,,,,,,,6.164355,-1.266908
5.139503,-1.169072,11.30469,16.469524,,,,,,,,,6.165185,-1.266817
5.140334,-1.168738,11.306352,16.469473,,,,,,,,,6.166016,-1.266726
5.141164,-1.168455,11.308013,16.469448,,,,,,,,,6.166847,-1.266635
5.141995,-1.168238,11.309674,16.469477,,,,,,,,,6.167677,-1.266545
5.142826,-1.168523,11.311336,16.469507,,,,,,,,,6.168508,-1.266454
5.143656,-1.168864,11.312997,16.469593,,,,,,,,,6.169339,-1.266363
5.144487,-1.168728,11.314658,16.469624,,,,,,,,,6.170169,-1.266272
5.145318,-1.169253,11.316319,16.469704,,,,,,,,,6.171,-1.266181
5.146148,-1.169627,11.317982,16.469753,,,,,,,,,6.171831,-1.266091
5.146979,-1.170157,11.319643,16.469816,,,,,,,,,6.172661,-1.266091
5.14781,-1.170583,11.321304,16.469835,,,,,,,,,6.173492,-1.266091
5.14864,-1.170368,11.322966,16.469841,,,,,,,,,6.174323,-1.266091
5.149471,-1.169734,11.324627,16.469879,,,,,,,,,6.175153,-1.266091
5.150301,-1.169196,11.326288,16.469894,,,,,,,,,6.175984,-1.266091
5.151132,-1.168934,11.32795,16.469963,,,,,,,,,6.176815,-1.266091
5.151963,-1.169026,11.329611,16.46999,,,,,,,,,6.177645,-1.266091
5.152793,-1.168871,11.331272,16.469984,,,,,,,,,6.178476,-1.266091
5.153624,-1.168948,11.332933,16.469952,,,,,,,,,6.179307,-1.266091
5.154455,-1.169138,11.334595,16.46991,,,,,,,,,6.180137,-1.266091
5.155285,-1.169567,11.336256,16.470018,,,,,,,,,6.180968,-1.266
5.156116,-1.169497,11.337917,16.470049,,,,,,,,,6.181798,-1.265909
5.156947,-1.169829,11.339579,16.470037,,,,,,,,,6.182629,-1.265819
5.157777,-1.169886,11.34124,16.470058,,,,,,,,,6.18346,-1.265728
5.158608,-1.169826,11.342901,16.470083,,,,,,,,,6.18429,-1.265637
5.159439,-1.169962,11.344563,16.470058,,,,,,,,,6.185121,-1.265547
5.160269,-1.170504,11.346224,16.470041,,,,,,,,,6.185952,-1.265456
5.1611,-1.170441,11.347885,16.470058,,,,,,,,,6.186783,-1.265366
5.161931,-1.170539,11.349546,16.470057,,,,,,,,,6.187613,-1.265275
5.162761,-1.170574,11.351208,16.470037,,,,,,,,,6.188444,-1.265184
5.163592,-1.169927,11.352869,16.470001,,,,,,,,,6.189275,-1.265184
5.164423,-1.170013,11.35453,16.470045,,,,,,,,,6.190105,-1.265184
5.165253,-1.170023,11.356192,16.470055,,,,,,,,,6.190936,-1.265184
5.166084,-1.169537,11.357853,16.470032,,,,,,,,,6.191767,-1.265184
5.166914,-1.169963,11.359514,16.469975,,,,,,,,,6.192597,-1.265184
5.167746,-1.170235,11.361176,16.469967,,,,,,,,,6.193428,-1.265184
5.168576,-1.170347,11.362837,16.469978,,,,,,,,,6.194259,-1.265184
5.169407,-1.170134,11.364498,16.469902,,,,,,,,,6.195089,-1.265184
5.170238,-1.169661,11.366159,16.469864,,,,,,,,,6.19592,-1.265184
5.171068,-1.169713,11.367821,16.469887,,,,,,,,,6.196751,-1.265184
5.171899,-1.169847,11.369482,16.469872,,,,,,,,,6.197581,-1.265094
5.172729,-1.170178,11.371143,16.469894,,,,,,,,,6.198412,-1.265004
5.17356,-1.170103,11.372805,16.469862,,,,,,,,,6.199243,-1.264913
5.174391,-1.170099,11.374466,16.469845,,,,,,,,,6.200073,-1.264823
5.175221,-1.17056,11.376127,16.469805,,,,,,,,,6.200904,-1.264733
5.176052,-1.171028,11.377789,16.469759,,,,,,,,,6.201735,-1.264642
5.176883,-1.171237,11.379451,16.469786,,,,,,,,,6.202565,-1.264552
5.177713,-1.171995,11.381112,16.46979,,,,,,,,,6.203396,-1.264461
5.178544,-1.171661,11.382773,16.469709,,,,,,,,,6.204226,-1.264371
5.179375,-1.171396,11.384435,16.469637,,,,,,,,,6.205057,-1.264281
5.180205,-1.171005,11.386096,16.469625,,,,,,,,,6.205888,-1.264281
5.181036,-1.170407,11.387757,16.469612,,,,,,,,,6.206718,-1.264281
5.181867,-1.170707,11.389419,16.469618,,,,,,,,,6.207549,-1.264281
5.182697,-1.171111,11.39108,16.469673,,,,,,,,,6.20838,-1.264281
5.183528,-1.171215,11.392741,16.4697,,,,,,,,,6.20921,-1.264281
5.184359,-1.17157,11.394403,16.469721,,,,,,,,,6.210041,-1.264281
5.185189,-1.171777,11.396064,16.469805,,,,,,,,,6.210872,-1.264281
5.18602,-1.171684,11.397725,16.469889,,,,,,,,,6.211702,-1.264281
5.186851,-1.170966,11.399386,16.469917,,,,,,,,,6.212533,-1.264281
5.187681,-1.170919,11.401048,16.469933,,,,,,,,,6.213364,-1.264281
5.188512,-1.170351,11.402709,16.469904,,,,,,,,,6.214194,-1.264191
5.189342,-1.17012,11.40437,16.469982,,,,,,,,,6.215025,-1.2641
5.190173,-1.170579,11.406032,16.47011,,,,,,,,,6.215856,-1.26401
5.191004,-1.170822,11.407693,16.470158,,,,,,,,,6.216687,-1.26392
5.191834,-1.170879,11.409354,16.470171,,,,,,,,,6.217517,-1.26383
5.192665,-1.171111,11.411016,16.470215,,,,,,,,,6.218348,-1.26374
5.193496,-1.170893,11.412677,16.470278,,,,,,,,,6.219179,-1.26365
5.194326,-1.171469,11.414338,16.470257,,,,,,,,,6.220009,-1.26356
5.195157,-1.171851,11.415999,16.47024,,,,,,,,,6.22084,-1.26347
5.195988,-1.172341,11.417661,16.470264,,,,,,,,,6.221671,-1.26338
5.196818,-1.172127,11.419322,16.470266,,,,,,,,,6.222501,-1.26338
5.197649,-1.172833,11.420983,16.470251,,,,,,,,,6.223332,-1.26338
5.19848,-1.172158,11.422645,16.470331,,,,,,,,,6.224163,-1.26338
5.199311,-1.171762,11.424306,16.470369,,,,,,,,,6.224993,-1.26338
5.200141,-1.172003,11.425967,16.47039,,,,,,,,,6.225824,-1.26338
5.200972,-1.172106,11.427629,16.470404,,,,,,,,,6.226655,-1.26338
5.201803,-1.17124,11.42929,16.470467,,,,,,,,,6.227485,-1.26338
5.202633,-1.171153,11.430951,16.470421,,,,,,,,,6.228316,-1.26338
5.203464,-1.171663,11.432612,16.470375,,,,,,,,,6.229146,-1.26338
5.204295,-1.171687,11.434274,16.47035,,,,,,,,,6.229977,-1.26338
5.205125,-1.172114,11.435936,16.470341,,,,,,,,,6.230808,-1.26338
5.205956,-1.17203,11.437597,16.470301,,,,,,,,,6.231638,-1.26338
5.206787,-1.171729,11.439259,16.470284,,,,,,,,,6.232469,-1.26338
5.207617,-1.171984,11.44092,16.470263,,,,,,,,,6.2333,-1.26338
5.208448,-1.171994,11.442581,16.470144,,,,,,,,,6.23413,-1.26338
5.209279,-1.172112,11.444242,16.47006,,,,,,,,,6.234961,-1.26338
5.210109,-1.172251,11.445904,16.469986,,,,,,,,,6.235792,-1.26338
5.21094,-1.172324,11.447565,16.469938,,,,,,,,,6.236622,-1.26338
5.211771,-1.172696,11.449226,16.469978,,,,,,,,,6.237453,-1.26338
5.212601,-1.172945,11.450888,16.470011,,,,,,,,,6.238284,-1.26338
5.213432,-1.172778,11.452549,16.469984,,,,,,,,,6.239114,-1.26329
5.214262,-1.173183,11.45421,16.46994,,,,,,,,,6.239945,-1.2632
5.215093,-1.17364,11.455872,16.469847,,,,,,,,,6.240776,-1.26311
5.215924,-1.17371,11.457533,16.469725,,,,,,,,,6.241606,-1.26302
5.216754,-1.173043,11.459194,16.469675,,,,,,,,,6.242437,-1.26293
5.217585,-1.173044,11.460855,16.469641,,,,,,,,,6.243268,-1.262841
5.218416,-1.172968,11.462517,16.469517,,,,,,,,,6.244098,-1.262751
5.219246,-1.172769,11.464178,16.469461,,,,,,,,,6.244929,-1.262661
5.220077,-1.17323,11.465839,16.469364,,,,,,,,,6.24576,-1.262571
5.220908,-1.173742,11.467501,16.469322,,,,,,,,,6.246591,-1.262481
5.221738,-1.174408,11.469162,16.46929,,,,,,,,,6.247421,-1.262481
5.222569,-1.174951,11.470823,16.469322,,,,,,,,,6.248252,-1.262481
5.2234,-1.175195,11.472485,16.469395,,,,,,,,,6.249083,-1.262481
5.22423,-1.175158,11.474146,16.46941,,,,,,,,,6.249913,-1.262481
5.225061,-1.175606,11.475807,16.469433,,,,,,,,,6.250744,-1.262481
5.225892,-1.175592,11.477468,16.469442,,,,,,,,,6.251575,-1.262481
5.226722,-1.175504,11.47913,16.469431,,,,,,,,,6.252405,-1.262481
5.227553,-1.176121,11.480791,16.46941,,,,,,,,,6.253236,-1.262481
5.228384,-1.176652,11.482452,16.469477,,,,,,,,,6.254066,-1.262481
5.229215,-1.176501,11.484114,16.469481,,,,,,,,,6.254897,-1.262481
5.230045,-1.176729,11.485775,16.469423,,,,,,,,,6.255728,-1.262392
5.230876,-1.177395,11.487436,16.469284,,,,,,,,,6.256558,-1.262302
5.231707,-1.176969,11.489098,16.46929,,,,,,,,,6.257389,-1.262213
5.232537,-1.177472,11.490759,16.469336,,,,,,,,,6.25822,-1.262123
5.233368,-1.17815,11.49242,16.469276,,,,,,,,,6.25905,-1.262034
5.234199,-1.178678,11.494082,16.469252,,,,,,,,,6.259881,-1.261944
5.235029,-1.178851,11.495744,16.469316,,,,,,,,,6.260712,-1.261855
5.23586,-1.178899,11.497405,16.469271,,,,,,,,,6.261542,-1.261765
5.236691,-1.17853,11.499066,16.469227,,,,,,,,,6.262373,-1.261676
5.237521,-1.178021,11.500728,16.469303,,,,,,,,,6.263204,-1.261586
5.238352,-1.178243,11.502389,16.469278,,,,,,,,,6.264034,-1.261586
5.239182,-1.177646,11.50405,16.469305,,,,,,,,,6.264865,-1.261586
5.240013,-1.177791,11.505712,16.469368,,,,,,,,,6.265696,-1.261586
5.240844,-1.178186,11.507373,16.469351,,,,,,,,,6.266526,-1.261586
5.241674,-1.178112,11.509034,16.469297,,,,,,,,,6.267357,-1.261586
5.242505,-1.178361,11.510695,16.46933,,,,,,,,,6.268188,-1.261586
5.243336,-1.178726,11.512357,16.469376,,,,,,,,,6.269018,-1.261586
5.244166,-1.179193,11.514018,16.469402,,,,,,,,,6.269849,-1.261586
5.244997,-1.178839,11.515679,16.469316,,,,,,,,,6.270679,-1.261586
5.245828,-1.179237,11.517341,16.469366,,,,,,,,,6.27151,-1.261586
5.246658,-1.179418,11.519002,16.469313,,,,,,,,,6.272341,-1.261497
5.247489,-1.180289,11.520663,16.469234,,,,,,,,,6.273171,-1.261408
5.24832,-1.180644,11.522325,16.46925,,,,,,,,,6.274002,-1.261319
5.24915,-1.18093,11.523986,16.469328,,,,,,,,,6.274833,-1.26123
5.249981,-1.180357,11.525647,16.469307,,,,,,,,,6.275664,-1.26114
5.250812,-1.180356,11.527308,16.469269,,,,,,,,,6.276495,-1.261051
5.251642,-1.180277,11.52897,16.469337,,,,,,,,,6.277325,-1.260962
5.252473,-1.180153,11.530631,16.46941,,,,,,,,,6.278156,-1.260873
5.253304,-1.180306,11.532292,16.469496,,,,,,,,,6.278986,-1.260784
5.254134,-1.180573,11.533954,16.469568,,,,,,,,,6.279817,-1.260695
5.254965,-1.180316,11.535615,16.469585,,,,,,,,,6.280648,-1.260695
5.255795,-1.180208,11.537276,16.469698,,,,,,,,,6.281478,-1.260695
5.256626,-1.179945,11.538938,16.469721,,,,,,,,,6.282309,-1.260695
5.257457,-1.180336,11.540599,16.469759,,,,,,,,,6.28314,-1.260695
5.258288,-1.181131,11.54226,16.469841,,,,,,,,,6.28397,-1.260695
5.259119,-1.181273,11.543921,16.46983,,,,,,,,,6.284801,-1.260695
5.259949,-1.181379,11.545583,16.469849,,,,,,,,,6.285632,-1.260695
5.26078,-1.181887,11.547244,16.469896,,,,,,,,,6.286462,-1.260695
5.261611,-1.181493,11.548905,16.469894,,,,,,,,,6.287293,-1.260695
5.262441,-1.181261,11.550567,16.469967,,,,,,,,,6.288124,-1.260695
5.263272,-1.180812,11.552228,16.469933,,,,,,,,,6.288954,-1.260606
5.264102,-1.180283,11.55389,16.46994,,,,,,,,,6.289785,-1.260517
5.264933,-1.180088,11.555552,16.469887,,,,,,,,,6.290616,-1.260428
5.265764,-1.180028,11.557213,16.469913,,,,,,,,,6.291446,-1.260339
5.266594,-1.179997,11.558874,16.469988,,,,,,,,,6.292277,-1.260251
5.267425,-1.180255,11.560535,16.469893,,,,,,,,,6.293108,-1.260162
5.268256,-1.180472,11.562197,16.46987,,,,,,,,,6.293938,-1.260073
5.269086,-1.18066,11.563858,16.469803,,,,,,,,,6.294769,-1.259984
5.269917,-1.180725,11.565519,16.469816,,,,,,,,,6.295599,-1.259895
5.270748,-1.181254,11.567181,16.469753,,,,,,,,,6.29643,-1.259806
5.271578,-1.181535,11.568842,16.469755,,,,,,,,,6.297261,-1.259806
5.272409,-1.181503,11.570503,16.469746,,,,,,,,,6.298091,-1.259806
5.27324,-1.181693,11.572165,16.469803,,,,,,,,,6.298922,-1.259806
5.27407,-1.181354,11.573826,16.469826,,,,,,,,,6.299753,-1.259806
5.274901,-1.181069,11.575487,16.469814,,,,,,,,,6.300583,-1.259806
5.275732,-1.181155,11.577148,16.469833,,,,,,,,,6.301414,-1.259806
5.276562,-1.181693,11.57881,16.469837,,,,,,,,,6.302245,-1.259806
5.277393,-1.181912,11.580471,16.46979,,,,,,,,,6.303075,-1.259806
5.278224,-1.182,11.582132,16.469784,,,,,,,,,6.303906,-1.259806
5.279054,-1.182714,11.583794,16.469769,,,,,,,,,6.304737,-1.259806
5.279885,-1.183083,11.585455,16.469732,,,,,,,,,6.305568,-1.259718
5.280715,-1.183519,11.587116,16.469738,,,,,,,,,6.306398,-1.259629
5.281546,-1.183822,11.588778,16.469709,,,,,,,,,6.307229,-1.259541
5.282377,-1.184063,11.590439,16.469688,,,,,,,,,6.30806,-1.259453
5.283207,-1.184278,11.5921,16.4697,,,,,,,,,6.30889,-1.259364
5.284038,-1.184278,11.593761,16.469704,,,,,,,,,6.309721,-1.259276
5.284869,-1.184314,11.595423,16.469715,,,,,,,,,6.310552,-1.259187
5.285699,-1.184641,11.597084,16.469667,,,,,,,,,6.311382,-1.259099
5.28653,-1.185225,11.598745,16.469591,,,,,,,,,6.312213,-1.259011
5.287361,-1.185773,11.600407,16.469557,,,,,,,,,6.313044,-1.258922
5.288192,-1.186386,11.602068,16.469631,,,,,,,,,6.313874,-1.258922
5.289022,-1.186442,11.603729,16.469723,,,,,,,,,6.314705,-1.258922
5.289853,-1.186641,11.605391,16.469707,,,,,,,,,6.315536,-1.258922
5.290684,-1.186889,11.607052,16.469648,,,,,,,,,6.316366,-1.258922
5.291514,-1.18748,11.608713,16.469559,,,,,,,,,6.317197,-1.258922
5.292345,-1.187882,11.610374,16.46953,,,,,,,,,6.318027,-1.258922
5.293176,-1.187975,11.612037,16.469486,,,,,,,,,6.318858,-1.258922
5.294006,-1.188542,11.613698,16.469481,,,,,,,,,6.319689,-1.258922
5.294837,-1.188793,11.615359,16.469452,,,,,,,,,6.320519,-1.258922
5.295668,-1.1886,11.617021,16.469488,,,,,,,,,6.32135,-1.258922
5.296498,-1.188886,11.618682,16.469479,,,,,,,,,6.322181,-1.258834
5.297329,-1.189305,11.620343,16.469435,,,,,,,,,6.323011,-1.258746
5.29816,-1.189493,11.622005,16.469461,,,,,,,,,6.323842,-1.258658
5.29899,-1.18946,11.623666,16.469475,,,,,,,,,6.324673,-1.25857
5.299821,-1.189481,11.625327,16.469389,,,,,,,,,6.325503,-1.258482
5.300652,-1.190076,11.626988,16.469358,,,,,,,,,6.326334,-1.258394
5.301482,-1.190382,11.62865,16.469364,,,,,,,,,6.327165,-1.258306
5.302313,-1.190501,11.630311,16.469366,,,,,,,,,6.327995,-1.258218
5.303144,-1.190588,11.631972,16.46936,,,,,,,,,6.328826,-1.25813
5.303974,-1.190786,11.633634,16.469393,,,,,,,,,6.329657,-1.258042
5.304805,-1.19125,11.635295,16.469442,,,,,,,,,6.330487,-1.258042
5.305635,-1.191773,11.636956,16.469555,,,,,,,,,6.331318,-1.258042
5.306466,-1.192103,11.638618,16.469618,,,,,,,,,6.332149,-1.258042
5.307297,-1.192522,11.640279,16.46966,,,,,,,,,6.332979,-1.258042
5.308127,-1.19288,11.64194,16.469736,,,,,,,,,6.33381,-1.258042
5.308958,-1.193236,11.643601,16.469767,,,,,,,,,6.334641,-1.258042
5.309789,-1.193526,11.645263,16.469812,,,,,,,,,6.335472,-1.258042
5.310619,-1.193155,11.646924,16.469814,,,,,,,,,6.336302,-1.258042
5.31145,-1.193019,11.648585,16.46983,,,,,,,,,6.337133,-1.258042
5.312281,-1.192975,11.650247,16.469843,,,,,,,,,6.337964,-1.258042
5.313111,-1.193119,11.651908,16.46987,,,,,,,,,6.338794,-1.257954
5.313942,-1.193174,11.653569,16.46987,,,,,,,,,6.339625,-1.257866
5.314773,-1.193506,11.655231,16.469875,,,,,,,,,6.340456,-1.257779
5.315603,-1.193822,11.656892,16.469801,,,,,,,,,6.341286,-1.257691
5.316434,-1.19316,11.658553,16.469692,,,,,,,,,6.342117,-1.257604
5.317265,-1.192566,11.660214,16.469664,,,,,,,,,6.342947,-1.257516
5.318096,-1.191952,11.661876,16.469652,,,,,,,,,6.343778,-1.257428
5.318926,-1.191505,11.663537,16.469633,,,,,,,,,6.344609,-1.257341
5.319757,-1.191393,11.665198,16.469608,,,,,,,,,6.345439,-1.257253
5.320588,-1.191151,11.66686,16.469576,,,,,,,,,6.34627,-1.257165
5.321418,-1.190841,11.668521,16.469584,,,,,,,,,6.347101,-1.257165
5.322249,-1.190481,11.670182,16.469599,,,,,,,,,6.347931,-1.257165
5.32308,-1.190031,11.671844,16.469608,,,,,,,,,6.348762,-1.257165
5.32391,-1.190053,11.673506,16.469603,,,,,,,,,6.349593,-1.257165
5.324741,-1.190271,11.675167,16.469551,,,,,,,,,6.350423,-1.257165
5.325572,-1.190617,11.676828,16.469542,,,,,,,,,6.351254,-1.257165
5.326402,-1.191076,11.67849,16.469528,,,,,,,,,6.352085,-1.257165
5.327233,-1.191694,11.680151,16.469526,,,,,,,,,6.352915,-1.257165
5.328063,-1.191868,11.681812,16.469524,,,,,,,,,6.353746,-1.257165
5.328894,-1.191663,11.683474,16.469542,,,,,,,,,6.354577,-1.257165
5.329725,-1.191487,11.685135,16.469549,,,,,,,,,6.355407,-1.257078
5.330555,-1.191322,11.686796,16.469572,,,,,,,,,6.356238,-1.256991
