Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,
UV 1_280,,Cond,,Conc B,,Injection,,Run Log,,"UV 1_280_CUT_TEMP@100,BASEM",
ml,mAU,ml,mS/cm,ml,%,ml,Injection,ml,Logbook,ml,mAU
0.934644,0.380428,2.89502,9.376615,18.575144,0,,,,,1.960117,-1.207605
0.935323,0.380833,2.896379,9.376602,18.581938,0,,,,,1.960796,-1.207604
0.936003,0.381059,2.897737,9.376647,18.588732,0,,,,,1.961476,-1.207603
0.936682,0.381533,2.899096,9.376648,18.595526,0,,,,,1.962155,-1.207602
0.937362,0.38282,2.900455,9.376674,18.60232,0,,,,,1.962835,-1.207601
0.938041,0.383293,2.901814,9.376661,18.609114,0,,,,,1.963514,-1.2076
0.93872,0.384084,2.903173,9.376666,18.615908,0,,,,,1.964194,-1.207599
0.9394,0.385159,2.904532,9.376732,18.622702,0,,,,,1.964873,-1.207598
0.940079,0.38606,2.905891,9.376739,18.629496,0,,,,,1.965552,-1.207597
0.940759,0.386373,2.90725,9.376721,18.63629,0,,,,,1.966232,-1.207595
0.941438,0.386753,2.908608,9.37674,18.643084,0,,,,,1.966911,-1.207594
0.942118,0.387151,2.909967,9.376776,18.649878,0,,,,,1.967591,-1.207593
0.942797,0.387575,2.911326,9.376809,18.656672,0,,,,,1.96827,-1.207592
0.943476,0.387986,2.912685,9.37684,18.663465,0,,,,,1.96895,-1.207591
0.944156,0.3885,2.914044,9.376827,18.670259,0,,,,,1.969629,-1.20759
0.944835,0.38941,2.915403,9.376793,18.677053,0,,,,,1.970308,-1.207589
0.945515,0.390088,2.916762,9.376781,18.683847,0,,,,,1.970988,-1.207589
0.946194,0.390492,2.918121,9.376821,18.690641,0,,,,,1.971667,-1.207589
0.946873,0.390921,2.91948,9.37681,18.697435,0,,,,,1.972347,-1.207589
0.947553,0.391561,2.920839,9.376818,18.704229,0,,,,,1.973026,-1.207589
0.948232,0.392504,2.922198,9.376831,18.711023,0,,,,,1.973705,-1.207589
0.948912,0.393742,2.923557,9.376828,18.717817,0,,,,,1.974385,-1.207589
0.949591,0.394575,2.924916,9.376771,18.724611,0,,,,,1.975064,-1.207589
0.950271,0.395502,2.926275,9.376781,18.731405,0,,,,,1.975744,-1.207589
0.95095,0.396327,2.927634,9.376758,18.738199,0,,,,,1.976423,-1.207589
0.951629,0.397001,2.928992,9.376758,18.744993,0,,,,,1.977103,-1.207589
0.952309,0.397743,2.930351,9.376741,18.751787,0,,,,,1.977782,-1.207588
0.952988,0.398394,2.93171,9.376741,18.758581,0,,,,,1.978461,-1.207587
0.953668,0.399125,2.933069,9.376661,18.765375,0,,,,,1.979141,-1.207586
0.954347,0.400011,2.934428,9.376639,18.772169,0,,,,,1.97982,-1.207585
0.955026,0.400919,2.935787,9.376627,18.778963,0,,,,,1.9805,-1.207583
0.955706,0.401704,2.937146,9.376642,18.785757,0,,,,,1.981179,-1.207582
0.956385,0.402516,2.938505,9.376687,18.792551,0,,,,,1.981859,-1.207581
0.957065,0.403969,2.939864,9.376663,18.799345,0,,,,,1.982538,-1.20758
0.957744,0.405389,2.941223,9.376673,18.806139,0,,,,,1.983217,-1.207579
0.958423,0.406614,2.942582,9.376703,18.812933,0,,,,,1.983897,-1.207578
0.959103,0.40748,2.943941,9.376666,18.819727,0,,,,,1.984576,-1.207577
0.959782,0.407838,2.9453,9.376639,18.826521,0,,,,,1.985256,-1.207576
0.960462,0.408613,2.946659,9.376536,18.833315,0,,,,,1.985935,-1.207575
0.961141,0.409833,2.948018,9.376434,18.840109,0,,,,,1.986614,-1.207574
0.961821,0.410848,2.949376,9.376391,18.846903,0,,,,,1.987294,-1.207573
0.9625,0.411907,2.950735,9.376371,18.853697,0,,,,,1.987973,-1.207572
0.963179,0.413382,2.952094,9.376381,18.860491,0,,,,,1.988653,-1.20757
0.963859,0.414117,2.953453,9.376389,18.867285,0,,,,,1.989332,-1.207569
0.964538,0.415001,2.954812,9.376385,18.874079,0,,,,,1.990012,-1.207568
0.965218,0.415817,2.956171,9.376345,18.880873,0,,,,,1.990691,-1.207567
0.965897,0.416409,2.95753,9.376315,18.887667,0,,,,,1.99137,-1.207566
0.966577,0.417118,2.958889,9.376309,18.894461,0,,,,,1.99205,-1.207565
0.967256,0.416905,2.960248,9.376292,18.901255,0,,,,,1.992729,-1.207564
0.967935,0.416973,2.961607,9.37626,18.908049,0,,,,,1.993409,-1.207563
0.968615,0.417738,2.962965,9.37627,18.914843,0,,,,,1.994088,-1.207562
0.969294,0.418956,2.964324,9.376313,18.921637,0,,,,,1.994767,-1.207561
0.969974,0.419862,2.965683,9.37627,18.928431,0,,,,,1.995447,-1.20756
0.970653,0.42084,2.967042,9.376314,18.935225,0,,,,,1.996126,-1.207558
0.971332,0.422401,2.968401,9.376374,18.942019,0,,,,,1.996806,-1.207557
0.972012,0.423267,2.96976,9.376352,18.948812,0,,,,,1.997485,-1.207556
0.972691,0.423943,2.971119,9.376381,18.955606,0,,,,,1.998165,-1.207555
0.973371,0.425119,2.972478,9.376416,18.9624,0,,,,,1.998844,-1.207554
0.97405,0.42621,2.973837,9.376454,18.969194,0,,,,,1.999523,-1.207553
0.974729,0.426918,2.975196,9.376454,18.975988,0,,,,,2.000203,-1.207552
0.975409,0.427852,2.976555,9.376483,18.982782,0,,,,,2.000882,-1.207551
0.976088,0.428812,2.977914,9.376551,18.989576,0,,,,,2.001562,-1.20755
0.976768,0.429848,2.979273,9.376563,18.99637,0,,,,,2.002241,-1.207549
0.977447,0.431212,2.980632,9.376582,19.003164,0,,,,,2.002921,-1.207547
0.978127,0.431917,2.98199,9.376599,19.009958,0,,,,,2.0036,-1.207546
0.978806,0.432976,2.983349,9.376609,19.016752,0,,,,,2.004279,-1.207545
0.979485,0.434128,2.984708,9.37654,19.023546,0,,,,,2.004959,-1.207544
0.980165,0.435195,2.986067,9.376509,19.03034,0,,,,,2.005638,-1.207543
0.980844,0.436056,2.987426,9.376582,19.037134,0,,,,,2.006318,-1.207542
0.981524,0.436651,2.988785,9.376553,19.043928,0,,,,,2.006997,-1.207541
0.982203,0.438203,2.990144,9.376626,19.050722,0,,,,,2.007676,-1.20754
0.982883,0.439507,2.991503,9.376599,19.057516,0,,,,,2.008356,-1.207539
0.983562,0.440472,2.992862,9.376657,19.06431,0,,,,,2.009035,-1.207538
0.984241,0.441442,2.994221,9.376716,19.071104,0,,,,,2.009715,-1.207537
0.984921,0.442951,2.99558,9.376753,19.077898,0,,,,,2.010394,-1.207536
0.9856,0.444089,2.996939,9.376821,19.084692,0,,,,,2.011074,-1.207534
0.98628,0.445101,2.998298,9.376836,19.091486,0,,,,,2.011753,-1.207534
0.986959,0.446025,2.999657,9.376779,19.09828,0,,,,,2.012432,-1.207534
0.987638,0.447106,3.001016,9.376844,19.105074,0,,,,,2.013112,-1.207534
0.988318,0.448339,3.002375,9.376829,19.111868,0,,,,,2.013791,-1.207534
0.988997,0.448981,3.003733,9.376874,19.118662,0,,,,,2.014471,-1.207534
0.989677,0.449177,3.005092,9.376873,19.125456,0,,,,,2.01515,-1.207534
0.990356,0.449629,3.006451,9.376914,19.13225,0,,,,,2.01583,-1.207534
0.991036,0.450177,3.00781,9.376991,19.139044,0,,,,,2.016509,-1.207534
0.991715,0.4506,3.009169,9.377022,19.145838,0,,,,,2.017188,-1.207534
0.992394,0.450776,3.010528,9.377065,19.152632,0,,,,,2.017868,-1.207534
0.993074,0.451495,3.011887,9.377099,19.159426,0,,,,,2.018547,-1.207533
0.993753,0.452863,3.013246,9.377092,19.16622,0,,,,,2.019227,-1.207532
0.994433,0.453869,3.014605,9.377131,19.173014,0,,,,,2.019906,-1.207531
0.995112,0.454681,3.015964,9.37716,19.179808,0,,,,,2.020585,-1.20753
0.995792,0.455511,3.017323,9.377159,19.186602,0,,,,,2.021265,-1.207529
0.996471,0.455949,3.018682,9.377148,19.193396,0,,,,,2.021944,-1.207528
0.99715,0.465046,3.020041,9.377156,19.20019,0,,,,,2.022624,-1.207527
0.99783,0.468603,3.021399,9.377182,19.206984,0,,,,,2.023303,-1.207526
0.998509,0.470868,3.022758,9.377191,19.213778,0,,,,,2.023983,-1.207525
0.999189,0.473606,3.024117,9.377226,19.220572,0,,,,,2.024662,-1.207523
0.999868,0.475284,3.025476,9.377232,19.227365,0,,,,,2.025341,-1.207522
1.000547,0.476938,3.026835,9.377232,19.234159,0,,,,,2.026021,-1.207521
1.001227,0.47843,3.028194,9.377226,19.240953,0,,,,,2.0267,-1.20752
1.001906,0.479497,3.029553,9.377228,19.247747,0,,,,,2.02738,-1.207519
1.002586,0.480351,3.030912,9.377244,19.254541,0,,,,,2.028059,-1.207518
1.003265,0.481094,3.032271,9.377264,19.261335,0,,,,,2.028738,-1.207517
1.003945,0.482194,3.033629,9.377295,19.268129,0,,,,,2.029418,-1.207516
1.004624,0.483656,3.034988,9.377335,19.274923,0,,,,,2.030097,-1.207515
1.005303,0.485276,3.036347,9.377345,19.281717,0,,,,,2.030777,-1.207514
1.005983,0.48688,3.037706,9.377305,19.288511,0,,,,,2.031456,-1.207512
1.006662,0.488093,3.039065,9.377287,19.295305,0,,,,,2.032135,-1.207511
1.007342,0.489152,3.040424,9.377336,19.302099,0,,,,,2.032815,-1.20751
1.008021,0.490738,3.041783,9.377414,19.308893,0,,,,,2.033494,-1.207509
1.0087,0.492693,3.043142,9.377491,19.315687,0,,,,,2.034173,-1.207508
1.00938,0.493922,3.044501,9.377499,19.322481,0,,,,,2.034853,-1.207507
1.010059,0.495152,3.04586,9.377446,19.329275,0,,,,,2.035532,-1.207506
1.010738,0.496323,3.047219,9.377433,19.336069,0,,,,,2.036212,-1.207505
1.011418,0.497449,3.048578,9.377502,19.342863,0,,,,,2.036891,-1.207504
1.012097,0.49867,3.049937,9.377482,19.349657,0,,,,,2.03757,-1.207503
1.012777,0.500088,3.051296,9.377469,19.356451,0,,,,,2.03825,-1.207502
1.013456,0.501505,3.052655,9.377502,19.363245,0,,,,,2.038929,-1.2075
1.014136,0.502243,3.054013,9.377507,19.370039,0,,,,,2.039609,-1.207499
1.014815,0.503087,3.055372,9.377413,19.376833,0,,,,,2.040288,-1.207498
1.015494,0.503795,3.056731,9.377419,19.383627,0,,,,,2.040968,-1.207497
1.016174,0.504397,3.05809,9.377491,19.390421,0,,,,,2.041647,-1.207496
1.016853,0.505372,3.059449,9.377468,19.397215,0,,,,,2.042326,-1.207495
1.017533,0.506386,3.060808,9.377501,19.404009,0,,,,,2.043006,-1.207494
1.018212,0.5071,3.062167,9.377445,19.410803,0,,,,,2.043685,-1.207493
1.018892,0.507792,3.063526,9.377463,19.417597,0,,,,,2.044365,-1.207492
1.019571,0.509317,3.064885,9.377527,19.424391,0,,,,,2.045044,-1.207491
1.02025,0.510992,3.066244,9.377506,19.431185,0,,,,,2.045724,-1.207489
1.02093,0.511654,3.067603,9.377494,19.437979,0,,,,,2.046403,-1.207488
1.021609,0.512392,3.068962,9.377486,19.444773,0,,,,,2.047082,-1.207487
1.022289,0.513384,3.070321,9.377445,19.451567,0,,,,,2.047762,-1.207486
1.022968,0.514419,3.07168,9.377427,19.458361,0,,,,,2.048441,-1.207485
1.023647,0.515159,3.073039,9.377375,19.465155,0,,,,,2.049121,-1.207484
1.024327,0.515466,3.074398,9.377396,19.471949,0,,,,,2.0498,-1.207483
1.025006,0.51614,3.075756,9.377324,19.478743,0,,,,,2.050479,-1.207482
1.025686,0.516905,3.077115,9.377298,19.485537,0,,,,,2.051159,-1.207481
1.026365,0.51757,3.078474,9.377316,19.492331,0,,,,,2.051838,-1.20748
1.027045,0.518105,3.079833,9.377342,19.499125,0,,,,,2.052518,-1.20748
1.027724,0.517921,3.081192,9.377353,19.505919,0,,,,,2.053197,-1.20748
1.028403,0.517821,3.082551,9.377346,19.512712,0,,,,,2.053877,-1.20748
1.029083,0.518039,3.08391,9.377398,19.519506,0,,,,,2.054556,-1.20748
1.029762,0.518604,3.085268,9.377365,19.5263,0,,,,,2.055235,-1.20748
1.030442,0.519326,3.086627,9.377348,19.533094,0,,,,,2.055915,-1.20748
1.031121,0.519608,3.087986,9.377297,19.539888,0,,,,,2.056594,-1.20748
1.031801,0.520171,3.089345,9.377249,19.546682,0,,,,,2.057274,-1.20748
1.03248,0.520617,3.090704,9.377253,19.553476,0,,,,,2.057953,-1.20748
1.033159,0.520939,3.092063,9.377235,19.56027,0,,,,,2.058632,-1.20748
1.033839,0.521337,3.093422,9.37719,19.567064,0,,,,,2.059312,-1.207479
1.034518,0.522092,3.094781,9.377161,19.573858,0,,,,,2.059991,-1.207477
1.035198,0.522374,3.09614,9.377129,19.580652,0,,,,,2.060671,-1.207476
1.035877,0.522371,3.097499,9.377148,19.587446,0,,,,,2.06135,-1.207475
1.036556,0.522517,3.098858,9.377199,19.59424,0,,,,,2.06203,-1.207474
1.037236,0.522857,3.100217,9.377276,19.601034,0,,,,,2.062709,-1.207473
1.037915,0.523339,3.101576,9.377333,19.607828,0,,,,,2.063388,-1.207472
1.038595,0.524007,3.102935,9.37735,19.614622,0,,,,,2.064068,-1.207471
1.039274,0.52471,3.104294,9.377356,19.621416,0,,,,,2.064747,-1.20747
1.039954,0.525371,3.105652,9.377343,19.62821,0,,,,,2.065427,-1.207469
1.040633,0.52583,3.107011,9.377365,19.635004,0,,,,,2.066106,-1.207468
1.041312,0.526099,3.10837,9.377394,19.641798,0,,,,,2.066786,-1.207466
1.041992,0.526351,3.109729,9.377385,19.648592,0,,,,,2.067465,-1.207465
1.042671,0.526591,3.111088,9.377381,19.655386,0,,,,,2.068144,-1.207464
1.043351,0.526747,3.112447,9.377396,19.66218,0,,,,,2.068824,-1.207463
1.04403,0.52729,3.113806,9.377395,19.668974,0,,,,,2.069503,-1.207462
1.044709,0.527814,3.115165,9.37742,19.675768,0,,,,,2.070183,-1.207461
1.045389,0.527959,3.116524,9.377469,19.682562,0,,,,,2.070862,-1.20746
1.046068,0.52816,3.117883,9.377512,19.689356,0,,,,,2.071541,-1.207459
1.046748,0.528113,3.119242,9.377525,19.69615,0,,,,,2.072221,-1.207458
1.047427,0.527713,3.120601,9.377558,19.702944,0,,,,,2.0729,-1.207456
1.048107,0.527371,3.12196,9.377554,19.709738,0,,,,,2.07358,-1.207455
1.048786,0.527261,3.123319,9.377563,19.716532,0,,,,,2.074259,-1.207454
1.049465,0.527268,3.124678,9.377561,19.723326,0,,,,,2.074939,-1.207453
1.050145,0.526962,3.126036,9.377579,19.73012,0,,,,,2.075618,-1.207452
1.050824,0.526777,3.127395,9.377638,19.736914,0,,,,,2.076297,-1.207451
1.051504,0.526707,3.128754,9.377729,19.743708,0,,,,,2.076977,-1.20745
1.052183,0.526745,3.130113,9.377757,19.750502,0,,,,,2.077656,-1.207449
1.052863,0.52695,3.131472,9.377729,19.757296,0,,,,,2.078336,-1.207448
1.053542,0.527554,3.132831,9.377687,19.76409,0,,,,,2.079015,-1.207447
1.054221,0.526936,3.13419,9.377678,19.770884,0,,,,,2.079695,-1.207446
1.054901,0.52644,3.135549,9.377728,19.777678,0,,,,,2.080374,-1.207444
1.05558,0.526653,3.136908,9.377754,19.784472,0,,,,,2.081053,-1.207443
1.05626,0.527211,3.138267,9.377755,19.791265,0,,,,,2.081733,-1.207442
1.056939,0.527229,3.139626,9.377762,19.798059,0,,,,,2.082412,-1.207441
1.057618,0.52758,3.140985,9.377736,19.804853,0,,,,,2.083092,-1.20744
1.058298,0.527557,3.142344,9.377735,19.811647,0,,,,,2.083771,-1.207439
1.058977,0.527783,3.143703,9.377762,,,,,,,2.08445,-1.207438
1.059657,0.52814,3.145061,9.377783,,,,,,,2.08513,-1.207437
1.060336,0.528389,3.14642,9.377744,,,,,,,2.085809,-1.207436
1.061015,0.5284,3.147779,9.377766,,,,,,,2.086489,-1.207435
1.061695,0.528589,3.149138,9.377752,,,,,,,2.087168,-1.207433
1.062374,0.529587,3.150497,9.377748,,,,,,,2.087848,-1.207432
1.063054,0.530387,3.151856,9.377733,,,,,,,2.088527,-1.207431
1.063733,0.530864,3.153215,9.377701,,,,,,,2.089206,-1.20743
1.064412,0.531535,3.154574,9.377682,,,,,,,2.089886,-1.207429
1.065092,0.532453,3.155933,9.377671,,,,,,,2.090565,-1.207428
1.065771,0.533073,3.157291,9.377672,,,,,,,2.091245,-1.207427
1.066451,0.533626,3.15865,9.377688,,,,,,,2.091924,-1.207426
1.06713,0.534149,3.160009,9.377701,,,,,,,2.092603,-1.207425
1.06781,0.534745,3.161368,9.377732,,,,,,,2.093283,-1.207424
1.068489,0.535699,3.162727,9.377752,,,,,,,2.093962,-1.207422
1.069168,0.536942,3.164086,9.377781,,,,,,,2.094642,-1.207421
1.069848,0.537789,3.165445,9.377834,,,,,,,2.095321,-1.20742
1.070527,0.538767,3.166804,9.377858,,,,,,,2.096001,-1.207419
1.071207,0.540276,3.168163,9.377818,,,,,,,2.09668,-1.207418
1.071886,0.541119,3.169522,9.377763,,,,,,,2.097359,-1.207417
1.072565,0.542612,3.170881,9.377733,,,,,,,2.098039,-1.207416
1.073245,0.543937,3.17224,9.377789,,,,,,,2.098718,-1.207415
1.073924,0.545093,3.173599,9.377883,,,,,,,2.099398,-1.207414
1.074604,0.546475,3.174958,9.377908,,,,,,,2.100077,-1.207414
1.075283,0.547251,3.176317,9.377967,,,,,,,2.100757,-1.207414
1.075963,0.548338,3.177675,9.377992,,,,,,,2.101436,-1.207414
1.076642,0.549495,3.179034,9.37791,,,,,,,2.102115,-1.207414
1.077321,0.55055,3.180393,9.377903,,,,,,,2.102795,-1.207414
1.078001,0.551528,3.181752,9.377923,,,,,,,2.103474,-1.207414
1.07868,0.552757,3.183111,9.377939,,,,,,,2.104154,-1.207414
1.07936,0.553273,3.18447,9.377899,,,,,,,2.104833,-1.207414
1.080039,0.553903,3.185829,9.377935,,,,,,,2.105512,-1.207414
1.080719,0.554576,3.187188,9.377898,,,,,,,2.106192,-1.207414
1.081398,0.555049,3.188547,9.377891,,,,,,,2.106871,-1.207412
1.082077,0.55523,3.189906,9.377889,,,,,,,2.107551,-1.207411
1.082757,0.556325,3.191265,9.377925,,,,,,,2.10823,-1.20741
1.083436,0.557036,3.192624,9.377953,,,,,,,2.10891,-1.207409
1.084116,0.557697,3.193983,9.37794,,,,,,,2.109589,-1.207408
1.084795,0.558456,3.195342,9.377945,,,,,,,2.110268,-1.207407
1.085474,0.559362,3.196701,9.377989,,,,,,,2.110948,-1.207406
1.086154,0.560361,3.198059,9.377995,,,,,,,2.111627,-1.207405
1.086833,0.561544,3.199418,9.377974,,,,,,,2.112307,-1.207404
1.087513,0.562402,3.200777,9.377912,,,,,,,2.112986,-1.207403
1.088192,0.563345,3.202136,9.377821,,,,,,,2.113666,-1.207402
1.088872,0.564422,3.203495,9.377792,,,,,,,2.114345,-1.2074
1.089551,0.565505,3.204854,9.377803,,,,,,,2.115024,-1.207399
1.09023,0.566665,3.206213,9.37778,,,,,,,2.115704,-1.207398
1.09091,0.568181,3.207572,9.377814,,,,,,,2.116383,-1.207397
1.091589,0.569367,3.20893,9.37779,,,,,,,2.117063,-1.207396
1.092269,0.570297,3.210289,9.377762,,,,,,,2.117742,-1.207395
1.092948,0.571055,3.211648,9.377734,,,,,,,2.118421,-1.207394
1.093627,0.571566,3.213007,9.377726,,,,,,,2.119101,-1.207393
1.094307,0.57247,3.214366,9.377734,,,,,,,2.11978,-1.207392
1.094986,0.573039,3.215725,9.377767,,,,,,,2.12046,-1.207391
1.095666,0.57399,3.217084,9.377765,,,,,,,2.121139,-1.207389
1.096345,0.575309,3.218443,9.377799,,,,,,,2.121819,-1.207388
1.097025,0.576537,3.219802,9.377783,,,,,,,2.122498,-1.207387
1.097704,0.576911,3.221161,9.377802,,,,,,,2.123177,-1.207386
1.098383,0.577665,3.22252,9.377783,,,,,,,2.123857,-1.207385
1.099063,0.579033,3.223879,9.377878,,,,,,,2.124536,-1.207384
1.099742,0.580284,3.225238,9.377913,,,,,,,2.125216,-1.207383
1.100422,0.581073,3.226597,9.377946,,,,,,,2.125895,-1.207382
1.101101,0.581824,3.227956,9.377935,,,,,,,2.126574,-1.207381
1.101781,0.583207,3.229314,9.377934,,,,,,,2.127254,-1.20738
1.10246,0.584714,3.230673,9.377954,,,,,,,2.127933,-1.207379
1.103139,0.586083,3.232032,9.378008,,,,,,,2.128613,-1.207377
1.103819,0.587235,3.233391,9.378078,,,,,,,2.129292,-1.207376
1.104498,0.588327,3.23475,9.37816,,,,,,,2.129972,-1.207375
1.105178,0.590088,3.236109,9.378188,,,,,,,2.130651,-1.207374
1.105857,0.59184,3.237468,9.37815,,,,,,,2.13133,-1.207373
1.106536,0.593067,3.238827,9.37818,,,,,,,2.13201,-1.207372
1.107216,0.594369,3.240186,9.378209,,,,,,,2.132689,-1.207371
1.107895,0.596068,3.241545,9.378183,,,,,,,2.133368,-1.20737
1.108575,0.598025,3.242904,9.378181,,,,,,,2.134048,-1.20737
1.109254,0.600082,3.244263,9.378191,,,,,,,2.134727,-1.20737
1.109933,0.601994,3.245622,9.378257,,,,,,,2.135406,-1.20737
1.110613,0.603674,3.246981,9.378276,,,,,,,2.136086,-1.20737
1.111292,0.605509,3.24834,9.378269,,,,,,,2.136765,-1.20737
1.111972,0.60761,3.249698,9.378207,,,,,,,2.137445,-1.20737
1.112651,0.60877,3.251057,9.378145,,,,,,,2.138124,-1.20737
1.11333,0.610143,3.252416,9.378116,,,,,,,2.138804,-1.20737
1.11401,0.611516,3.253775,9.378094,,,,,,,2.139483,-1.20737
1.114689,0.61332,3.255134,9.378083,,,,,,,2.140162,-1.20737
1.115369,0.615429,3.256493,9.378072,,,,,,,2.140842,-1.207367
1.116048,0.617235,3.257852,9.378124,,,,,,,2.141521,-1.207365
1.116728,0.619347,3.259211,9.378114,,,,,,,2.142201,-1.207363
1.117407,0.620827,3.26057,9.378102,,,,,,,2.14288,-1.207361
1.118086,0.622448,3.261929,9.378048,,,,,,,2.143559,-1.207359
1.118766,0.624313,3.263288,9.377982,,,,,,,2.144239,-1.207356
1.119445,0.626164,3.264647,9.377953,,,,,,,2.144918,-1.207354
1.120125,0.627375,3.266006,9.377954,,,,,,,2.145598,-1.207352
1.120804,0.629127,3.267365,9.37787,,,,,,,2.146277,-1.20735
1.121483,0.631194,3.268723,9.377854,,,,,,,2.146957,-1.207348
1.122163,0.633131,3.270082,9.377721,,,,,,,2.147636,-1.207348
1.122842,0.634945,3.271441,9.377671,,,,,,,2.148315,-1.207348
1.123522,0.637025,3.2728,9.377732,,,,,,,2.148995,-1.207348
1.124201,0.638646,3.274159,9.377774,,,,,,,2.149674,-1.207348
1.124881,0.640342,3.275518,9.377798,,,,,,,2.150354,-1.207348
1.12556,0.642273,3.276877,9.377748,,,,,,,2.151033,-1.207348
1.126239,0.644447,3.278236,9.377744,,,,,,,2.151713,-1.207348
1.126919,0.645713,3.279595,9.377762,,,,,,,2.152392,-1.207348
1.127598,0.647873,3.280953,9.37766,,,,,,,2.153071,-1.207348
1.128278,0.649875,3.282312,9.377645,,,,,,,2.153751,-1.207348
1.128957,0.651946,3.283671,9.377662,,,,,,,2.15443,-1.207345
1.129637,0.654292,3.28503,9.377698,,,,,,,2.15511,-1.207343
1.130316,0.656569,3.286389,9.377687,,,,,,,2.155789,-1.207341
1.130995,0.658955,3.287748,9.377694,,,,,,,2.156468,-1.207339
1.131675,0.66102,3.289107,9.377689,,,,,,,2.157148,-1.207337
1.132354,0.663209,3.290466,9.377704,,,,,,,2.157827,-1.207334
1.133034,0.665846,3.291825,9.377707,,,,,,,2.158507,-1.207332
1.133713,0.668837,3.293184,9.377678,,,,,,,2.159186,-1.20733
1.134392,0.671501,3.294543,9.377634,,,,,,,2.159866,-1.207328
1.135072,0.674406,3.295902,9.377586,,,,,,,2.160545,-1.207326
1.135751,0.677265,3.297261,9.377539,,,,,,,2.161224,-1.207326
1.136431,0.679895,3.29862,9.37751,,,,,,,2.161904,-1.207326
1.13711,0.682764,3.299979,9.377494,,,,,,,2.162583,-1.207326
1.13779,0.685316,3.301337,9.37751,,,,,,,2.163263,-1.207326
1.138469,0.687242,3.302696,9.377542,,,,,,,2.163942,-1.207326
1.139148,0.690074,3.304055,9.377548,,,,,,,2.164622,-1.207326
1.139828,0.692928,3.305414,9.377548,,,,,,,2.165301,-1.207326
1.140507,0.695365,3.306773,9.377539,,,,,,,2.16598,-1.207326
1.141187,0.697979,3.308132,9.377532,,,,,,,2.16666,-1.207326
1.141866,0.700866,3.309491,9.377512,,,,,,,2.167339,-1.207326
1.142545,0.703574,3.31085,9.377489,,,,,,,2.168019,-1.207323
1.143225,0.70595,3.312209,9.377483,,,,,,,2.168698,-1.207321
1.143904,0.7085,3.313568,9.377463,,,,,,,2.169377,-1.207319
1.144584,0.711048,3.314927,9.377485,,,,,,,2.170057,-1.207317
1.145263,0.713407,3.316286,9.377478,,,,,,,2.170736,-1.207315
1.145943,0.715092,3.317645,9.377413,,,,,,,2.171416,-1.207312
1.146622,0.716929,3.319004,9.377387,,,,,,,2.172095,-1.20731
1.147301,0.719121,3.320363,9.377408,,,,,,,2.172775,-1.207308
1.147981,0.721044,3.321721,9.377446,,,,,,,2.173454,-1.207306
1.14866,0.723251,3.32308,9.377423,,,,,,,2.174133,-1.207304
1.14934,0.725401,3.324439,9.377475,,,,,,,2.174813,-1.207304
1.150019,0.728053,3.325798,9.377558,,,,,,,2.175492,-1.207304
1.150699,0.729958,3.327157,9.377604,,,,,,,2.176172,-1.207304
1.151378,0.731732,3.328516,9.37765,,,,,,,2.176851,-1.207304
1.152057,0.734316,3.329875,9.377681,,,,,,,2.17753,-1.207304
1.152737,0.736481,3.331234,9.377699,,,,,,,2.17821,-1.207304
1.153416,0.738348,3.332592,9.377714,,,,,,,2.178889,-1.207304
1.154096,0.739948,3.333951,9.377775,,,,,,,2.179569,-1.207304
1.154775,0.742471,3.33531,9.377821,,,,,,,2.180248,-1.207304
1.155454,0.744296,3.336669,9.377779,,,,,,,2.180928,-1.207304
1.156134,0.74583,3.338028,9.377766,,,,,,,2.181607,-1.207301
1.156813,0.748035,3.339387,9.377738,,,,,,,2.182286,-1.207299
1.157493,0.749441,3.340746,9.377742,,,,,,,2.182966,-1.207297
1.158172,0.751596,3.342105,9.377804,,,,,,,2.183645,-1.207295
1.158852,0.753577,3.343464,9.377822,,,,,,,2.184325,-1.207293
1.159531,0.755574,3.344823,9.377775,,,,,,,2.185004,-1.207291
1.16021,0.75801,3.346182,9.377762,,,,,,,2.185684,-1.207288
1.16089,0.759986,3.347541,9.377816,,,,,,,2.186363,-1.207286
1.161569,0.762228,3.3489,9.377871,,,,,,,2.187042,-1.207284
1.162248,0.764842,3.350259,9.377868,,,,,,,2.187722,-1.207282
1.162928,0.76687,3.351618,9.37783,,,,,,,2.188401,-1.207282
1.163607,0.768742,3.352976,9.377743,,,,,,,2.189081,-1.207282
1.164287,0.770673,3.354335,9.377739,,,,,,,2.18976,-1.207282
1.164966,0.772395,3.355694,9.37782,,,,,,,2.190439,-1.207282
1.165646,0.774105,3.357053,9.377829,,,,,,,2.191119,-1.207282
1.166325,0.775707,3.358412,9.377788,,,,,,,2.191798,-1.207282
1.167004,0.777321,3.359771,9.377782,,,,,,,2.192478,-1.207282
1.167684,0.779053,3.36113,9.377798,,,,,,,2.193157,-1.207282
1.168363,0.780521,3.362489,9.377785,,,,,,,2.193837,-1.207282
1.169043,0.78194,3.363848,9.377802,,,,,,,2.194516,-1.207282
1.169722,0.783218,3.365207,9.377784,,,,,,,2.195195,-1.207282
1.170401,0.78447,3.366566,9.377774,,,,,,,2.195875,-1.207282
1.171081,0.786239,3.367925,9.377778,,,,,,,2.196554,-1.207282
